project_code,project_name,sector,agency,state,physical_progress_pct,pace_pct_per_month,risk_score,risk_tier,cost_original_cr,cost_final_expected_cr,cost_variance_cr,cost_variance_pct,cost_estimate_confidence,date_approval,date_original,date_revised,date_agency_says,date_projected_p50,date_projected_p80,date_confidence,prob_finish_3mo_pct,prob_finish_12mo_pct,slip_declared_mo,slip_p50_mo,slip_p80_mo,benchmark_status,cohort_basis,why
N24001917,UP GRADATION OF NH 930 SHERPAR TO KOHKA FROM KM 67.880 TO KM 114.860 TO TWO LANE WITH PAVED SHOULDER,ROAD TRANSPORT AND HIGHWAYS,MORTH,CHHATTISGARH,87.0,1.57,63.4,High,279.0,279.0,0.0,0.0,low - flagged for escalation,Mar-2020,May-2024,,Jun-2025,May-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,0.7,2.9,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 13 months past its approved date; 13 months past original date
N12000122,REBUILDING OF COKE OVEN BATTERY- 2 ALONGWITH AUGMENTATION OF COKE HANDLING AND GAS HANDLING FACILITY,STEEL,SAIL,ODISHA,,1.23,63.2,High,377.2,377.2,0.0,0.0,low - flagged for escalation,Nov-2020,May-2023,Mar-2025,Mar-2025,Apr-2026,Aug-2028,extrapolation - unverifiable beyond 1 year,0.5,2.1,22.0,35.0,63.8,within benchmark range,all-sector fallback,2.1y past original commissioning date
N24001588,DEVELOPMENT OF SIX LANE SARGI- BASANWAHI OF NH 130 CD FROM KM.42+800 TO 99+500 UNDER RAIPUR VISAKHAPA,ROAD TRANSPORT AND HIGHWAYS,NHAI,CHHATTISGARH,83.0,3.18,63.2,High,1470.7,1470.7,0.0,0.0,low - flagged for escalation,Dec-2021,Jan-2025,,Dec-2025,Jan-2028,May-2030,extrapolation - unverifiable beyond 1 year,0.6,2.3,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 11 months past its approved date; 5 months past original date
N24001515,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 26,ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,68.5,2.22,63.2,High,1542.0,1542.0,0.0,0.0,low - flagged for escalation,Sep-2020,Feb-2024,,Mar-2026,Feb-2027,Jun-2029,extrapolation - unverifiable beyond 1 year,0.2,0.9,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 25 months past its approved date; 16 months past original date
N24002151,WIDENING TO 4L/4L+PS AND STRENGTHENING IN SELECTED STRETCHES FROM KM 0/8 TO 50/570 OF NH 532 INCLUD,ROAD TRANSPORT AND HIGHWAYS,MORTH,TAMIL NADU,90.0,6.0,63.1,High,257.1,294.7,37.6,14.6,low - flagged for escalation,Mar-2022,Jan-2024,,Jul-2025,Jan-2027,May-2029,extrapolation - unverifiable beyond 1 year,2.4,9.2,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 18 months past its approved date; 17 months past original date
N06000195,2.0 MTPA BHOJUDIH NLW WASHERY,COAL,BCCL,WEST BENGAL,97.0,0.44,63.1,High,304.1,384.6,80.5,26.5,low - flagged for escalation,Dec-2015,Sep-2020,,Jul-2025,Jul-2025,Dec-2025,extrapolation - unverifiable beyond 1 year,2.6,10.0,0.0,58.0,64.0,exhausted - already later than the typical completed project,all-sector fallback,agency's own forecast is 58 months past its approved date; 4.7y past original commissioning date
N24002070,INDORE - EDLABAD (PKG-II) [TEJAJINAGAR TO BALWARA],ROAD TRANSPORT AND HIGHWAYS,NHAI,MADHYA PRADESH,80.5,0.89,63.1,High,1162.8,1162.8,0.0,0.0,low - flagged for escalation,Jan-2022,Jan-2025,,Jan-2026,Jan-2028,May-2030,extrapolation - unverifiable beyond 1 year,0.5,2.1,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 12 months past its approved date; 5 months past original date
N24001281,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER OF SELLING-DULTE SECTION OF NH-06 (PKG-III),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,94.4,0.44,63.0,High,292.2,331.2,39.0,13.3,low - flagged for escalation,Mar-2020,Jul-2022,,Oct-2024,Jul-2025,Oct-2027,extrapolation - unverifiable beyond 1 year,0.7,2.6,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 27 months past its approved date; agency anticipates +13% over approved cost; 2.9y past original commissioning date
N24000717,CONSTRUCTION OF STAND ALONE RING ROAD/ BYPASS AROUND JAMMU CITY IN THE STATE OF J AND K ON EPC MODE,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,98.9,0.22,63.0,High,1471.8,1904.0,432.2,29.4,low - flagged for escalation,Dec-2017,Jul-2021,Jul-2025,Jul-2025,Jul-2025,Oct-2026,extrapolation - unverifiable beyond 1 year,6.9,24.9,48.0,48.0,64.0,exhausted - already later than the typical completed project,sector,agency anticipates +29% over approved cost; 3.9y past original commissioning date; pace is 21% of what the current date needs
N24001832,DIBRUGARH-LAHOAL-CHABUA BYPASS PACKAGE-3,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,66.1,2.56,62.9,High,458.6,458.6,0.0,0.0,low - flagged for escalation,Jan-2023,May-2025,,Nov-2025,May-2028,Aug-2030,extrapolation - unverifiable beyond 1 year,0.1,0.5,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 6 months past its approved date; 1 months past original date
N22000109,NEW WORK FOR CONSTRUCTION OF METRO RAILWAY FROM BARANAGAR TO BARRACKPORE AND DAKSHINESHWAR (MTP),RAILWAYS,RVNL,WEST BENGAL,,4.0,62.8,High,2298.4,2733.9,435.5,18.9,low - flagged for escalation,Apr-2010,Dec-2026,,Dec-2025,Oct-2027,Jan-2032,extrapolation - unverifiable beyond 1 year,3.7,14.1,0.0,10.0,62.0,within benchmark range,sector,agency anticipates +19% over approved cost
N22000602,DALLIRAJHARA - ROWGHAT (95 KM) {PART OF DALLIRAJHARA-JAGDALPUR (235 KM)},RAILWAYS,RVNL,CHHATTISGARH,,0.0,62.7,High,631.8,1627.6,995.8,157.6,low - flagged for escalation,Mar-2008,Jun-2025,,Jun-2025,Apr-2026,Aug-2030,extrapolation - unverifiable beyond 1 year,7.4,26.3,0.0,10.0,62.0,within benchmark range,sector,elevated risk on combined profile
N24001860,CONSTRUCTION OF BYPASS TO NAYAGARH TOWN FROM KM 235.469 TO 252.482 OF NH-57 INCLUDING LAND ACQUISITI,ROAD TRANSPORT AND HIGHWAYS,MORTH,ODISHA,70.0,4.65,62.2,High,300.3,300.3,0.0,0.0,low - flagged for escalation,Jan-2022,Apr-2025,,Aug-2025,Apr-2028,Aug-2030,extrapolation - unverifiable beyond 1 year,0.8,3.1,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 4 months past its approved date; 2 months past original date
N24001920,UPGRADATION OF NH 130A MUNGELI TO PONDI FROM NH KM. 51.600 TO KM. 77.870 KM. 80.970 TO 96.970 TO 2,ROAD TRANSPORT AND HIGHWAYS,MORTH,CHHATTISGARH,89.0,1.74,62.0,High,218.6,218.6,0.0,0.0,low - flagged for escalation,Mar-2021,Sep-2024,,May-2025,Sep-2027,Jan-2030,extrapolation - unverifiable beyond 1 year,1.1,4.4,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 8 months past its approved date; 9 months past original date
N24001667,6L GREENFIELD KALIAGURA ? BAUNSAGUAR SECTION OF NH-130-CD ROAD FROM KM 249+000 TO KM 293+000 (PACKAG,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,86.5,1.57,62.0,High,1734.0,1734.0,0.0,0.0,low - flagged for escalation,Sep-2021,May-2024,,Dec-2025,May-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,1.5,5.9,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 19 months past its approved date; 13 months past original date
N18000297,BAGODARA SOLAR POWER PROJECT,POWER,SJVN,GUJARAT,51.9,-1.08,61.9,High,339.4,339.4,0.0,0.0,low - flagged for escalation,May-2021,Oct-2022,,Dec-2025,Dec-2025,Dec-2026,extrapolation - unverifiable beyond 1 year,3.5,13.2,0.0,38.0,50.2,within benchmark range,sector,agency's own forecast is 38 months past its approved date; 2.7y past original commissioning date; spend outruns works by 42pp
N24001537,DABOKA KATHKATI PACKAGE-7,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,96.8,2.03,61.8,High,204.1,204.1,0.0,0.0,low - flagged for escalation,Nov-2021,Jul-2024,,Jul-2025,Jul-2027,Oct-2029,extrapolation - unverifiable beyond 1 year,6.8,24.7,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 12 months past its approved date; 11 months past original date
N22000570,KATIHAR-KUMEDPUR AND KATIHAR- MUKURIA (64.5 KM) (UMBRELLA WORK PB#57/2019-20/NR),RAILWAYS,NFR,BIHAR,35.0,3.89,61.7,High,745.0,1500.0,755.0,101.3,low - flagged for escalation,Aug-2022,Aug-2027,,Aug-2026,Apr-2028,Sep-2032,extrapolation - unverifiable beyond 1 year,0.3,1.1,0.0,9.0,62.0,within benchmark range,sector,agency anticipates +101% over approved cost
N18000350,WESTERN REGION EXPANSION SCHEME XXV,POWER,PGCIL,CHHATTISGARH,95.0,5.39,61.6,High,385.8,385.8,0.0,0.0,low - flagged for escalation,Feb-2023,Nov-2023,,Aug-2025,Aug-2026,Dec-2027,extrapolation - unverifiable beyond 1 year,3.9,14.6,0.0,33.0,49.0,within benchmark range,sector,agency's own forecast is 21 months past its approved date; 19 months past original date
N24000583,4 LANING OF NH 37 SECTION BETWEEN END OF MORAN BYPASS TO BOGIBEEL JUNCTION NEAR LAPETKETA (KM. 561,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,95.4,8.86,61.6,High,252.0,330.3,78.3,31.1,low - flagged for escalation,Jan-2016,Dec-2021,,Jul-2025,Jul-2025,Apr-2027,extrapolation - unverifiable beyond 1 year,1.9,7.5,0.0,43.0,64.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 43 months past its approved date; agency anticipates +31% over approved cost; 3.5y past original commissioning date
N22000279,RAYADURGA-TUMKUR NL,RAILWAYS,SWR,MULTI STATE,65.0,0.56,61.6,High,2062.3,2495.9,433.6,21.0,low - flagged for escalation,Apr-2007,Sep-2015,,Feb-2028,Feb-2028,Aug-2028,extrapolation - unverifiable beyond 1 year,2.6,10.0,0.0,149.0,155.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 149 months past its approved date; 9.7y past original commissioning date
N24001461,2-LANE WITH PS OF BEWAR TO NEAR KARRI VILLAGE SECTION OF NH-92 FROM KM.0.00 TO 30.00 UNDER GNHCP,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,88.0,1.06,61.6,High,236.5,236.5,0.0,0.0,low - flagged for escalation,Apr-2020,Mar-2024,,Aug-2025,Mar-2027,Jul-2029,extrapolation - unverifiable beyond 1 year,1.0,3.8,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 17 months past its approved date; 15 months past original date
N22000256,TUMKUR-CHITRADURGA-DAVENGERE NL,RAILWAYS,SWR,KARNATAKA,12.0,0.06,61.5,High,1801.0,1876.0,75.0,4.2,low - flagged for escalation,Apr-2011,Mar-2019,,Dec-2027,Dec-2027,May-2028,extrapolation - unverifiable beyond 1 year,1.0,4.1,0.0,105.0,111.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 105 months past its approved date; 6.3y past original commissioning date; no physical progress for 8 consecutive reports
N24001727,"IMPROVEMENT AND UP-GRADATION OF EXISTING ROAD TO 2/4L PS FROM KM 40.000 TO 88.750, START OF KHUTAR B",ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,95.5,2.65,61.4,High,762.6,838.7,76.1,10.0,low - flagged for escalation,Mar-2022,Feb-2025,,Sep-2025,Feb-2028,Jun-2030,extrapolation - unverifiable beyond 1 year,4.1,15.6,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 7 months past its approved date; agency anticipates +10% over approved cost; 4 months past original date
N22000472,SAGAULI VALMIKINAGAR DOUBLING 109.7 KM,RAILWAYS,ECR,BIHAR,91.0,0.39,61.3,High,744.0,1215.5,471.5,63.4,low - flagged for escalation,Apr-2016,Dec-2024,,Jun-2025,Aug-2025,Jan-2030,extrapolation - unverifiable beyond 1 year,3.6,13.7,0.0,9.0,62.0,within benchmark range,sector,agency's own forecast is 6 months past its approved date; 6 months past original date; spend outruns works by 40pp
N24001523,6L ACCESS-CONTROLLED HIGHWAY FROM (GANESHPUR) TO(NEAR MOHAND) OF GANESHPUR ? DEHRADUN SECTION FROM K,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,98.8,0.26,61.3,High,836.2,836.2,0.0,0.0,low - flagged for escalation,Mar-2021,Oct-2023,Jul-2025,Jul-2025,Oct-2026,Jan-2029,extrapolation - unverifiable beyond 1 year,6.3,23.0,21.0,36.0,64.0,within benchmark range,sector,20 months past original date; no physical progress for 4 consecutive reports; pace is 22% of what the current date needs
N24001932,2L+PS FROM KM. 0+000 TO KM. 32+000 (MUDIGUBBA TO PUTTAPARTHI) OF NH- 342,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,80.0,1.44,61.3,High,401.7,401.7,0.0,0.0,low - flagged for escalation,Mar-2022,Sep-2024,,Jun-2025,Sep-2027,Jan-2030,extrapolation - unverifiable beyond 1 year,0.7,2.6,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 9 months past its approved date; 9 months past original date; no physical progress for 3 consecutive reports
N24000619,DEVELOPMENT OF FOUR LANNING OF ANGUL-SAMBALPUR SECTION OF NATIONAL HIGHWAY NH-42 (NEW NH- 55 IN THE S,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,100.0,0.31,61.1,High,2510.0,2510.0,0.0,0.0,low - flagged for escalation,Sep-2016,Aug-2019,,Jul-2025,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),53.5,95.3,0.0,71.0,77.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 71 months past its approved date; 5.8y past original commissioning date
N24001749,FOUR LANING OF PURULIYA BYPASS SECTION OF NH 32 IN THE STATE OF WEST BENGAL ON EPC MODE,ROAD TRANSPORT AND HIGHWAYS,NHAI,WEST BENGAL,91.4,0.14,61.1,High,557.6,567.3,9.7,1.7,low - flagged for escalation,Aug-2021,Aug-2023,,Sep-2025,Aug-2026,Nov-2028,extrapolation - unverifiable beyond 1 year,1.6,6.1,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 25 months past its approved date; 22 months past original date; no physical progress for 6 consecutive reports
N24000862,WIDENING AND UP-GRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,99.9,0.8,60.9,High,537.8,789.0,251.2,46.7,low - flagged for escalation,Apr-2017,Apr-2023,,Apr-2025,Apr-2026,Jul-2028,extrapolation - unverifiable beyond 1 year,4.1,15.5,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 24 months past its approved date; agency anticipates +47% over approved cost; 2.2y past original commissioning date
N12000124,NMDC SLURRY PIPE LINE PROJECT - PHASE-1,STEEL,NMDC,CHHATTISGARH,80.7,1.87,60.9,High,2907.0,5427.1,2520.1,86.7,low - flagged for escalation,Nov-2015,Jun-2023,Jul-2024,Dec-2025,Apr-2026,Sep-2028,extrapolation - unverifiable beyond 1 year,1.8,7.1,13.0,34.0,63.8,within benchmark range,all-sector fallback,agency's own forecast is 17 months past its approved date; 2.0y past original commissioning date
N24001731,6L GREENFIELD KANPUR - LUCKNOW (EXPRESSWAY) PKG II FROM KM. 28.500 TO KM. 73.744,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,94.7,3.13,60.9,High,2470.6,2335.0,-135.6,-5.5,low - flagged for escalation,Dec-2021,May-2025,May-2025,Sep-2025,May-2028,Aug-2030,extrapolation - unverifiable beyond 1 year,0.7,2.9,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 4 months past its approved date; 1 months past original date
N24002089,CONSTRUCTION OF FOUR LANE HIGHWAY FROM GHAZIPUR BALLIA UP BIHAR STATE BORDER GREENFIELD SECTION OF N,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,72.0,3.11,60.7,High,617.9,617.9,0.0,0.0,low - flagged for escalation,Oct-2022,Jun-2025,,Jun-2025,Jun-2028,Oct-2030,extrapolation - unverifiable beyond 1 year,0.4,1.5,0.0,36.0,64.0,within benchmark range,sector,elevated risk on combined profile
N24001833,JAMMU - AKHNOOR SECTION OF NH 144A PKG-3B,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,JAMMU AND KASHMIR,71.1,2.53,60.6,High,198.3,198.3,0.0,0.0,low - flagged for escalation,Jul-2022,Mar-2025,,Aug-2025,Mar-2028,Jul-2030,extrapolation - unverifiable beyond 1 year,0.5,2.0,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 5 months past its approved date; 3 months past original date
N22000600,JUNAGARH -VISAVADAR (42.28) KM,RAILWAYS,RVNL,GUJARAT,0.0,0.0,60.5,High,492.8,492.8,0.0,0.0,low - flagged for escalation,Jun-2022,Sep-2028,,Dec-2026,Jul-2029,Nov-2033,extrapolation - unverifiable beyond 1 year,0.3,1.4,0.0,10.0,62.0,within benchmark range,sector,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N22000624,NAHATI - RANAGHAT 3RD LINE (MM OF KALINARAYANPUR - KRISHNANAGAR),RAILWAYS,ER,WEST BENGAL,44.0,0.0,60.5,High,283.5,1000.0,716.5,252.7,low - flagged for escalation,Jul-2015,Mar-2025,,Mar-2026,Mar-2026,Aug-2030,extrapolation - unverifiable beyond 1 year,2.0,7.7,0.0,12.0,65.0,within benchmark range,sector,agency's own forecast is 12 months past its approved date; 3 months past original date; no physical progress for 9 consecutive reports
N24000331,CONSTRUCTION OF RING ROAD FOR RAEBARELI CITY (PHASE -I) ON EASTERN SIDE OF NH 24B,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,88.0,0.56,60.3,High,282.4,320.0,37.6,13.3,low - flagged for escalation,Dec-2019,Apr-2022,,Jul-2025,Jul-2025,Aug-2027,extrapolation - unverifiable beyond 1 year,0.8,3.1,0.0,39.2,64.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 39 months past its approved date; agency anticipates +13% over approved cost; 3.2y past original commissioning date
N24001484,KHAMMAM-DEVARAPALLE PKG III [4L ACCESS CONTROLLED (GREENFIELD) FROM CHINTAGUDEM VILLAGE TO RECHERLA,ROAD TRANSPORT AND HIGHWAYS,NHAI,TELANGANA,91.2,2.47,60.2,High,804.7,804.7,0.0,0.0,low - flagged for escalation,Sep-2022,Feb-2024,Sep-2022,Sep-2025,Feb-2027,Jun-2029,extrapolation - unverifiable beyond 1 year,0.6,2.4,-17.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 36 months past its approved date; 16 months past original date
N16000510,POWER RECOVERY TURBINE IN PFCCU,PETROLEUM,NRL,ASSAM,92.0,1.83,60.2,High,293.5,293.5,0.0,0.0,low - flagged for escalation,Mar-2023,Jul-2025,,Jul-2025,Aug-2026,Aug-2028,extrapolation - unverifiable beyond 1 year,1.7,6.7,0.0,13.0,37.0,within benchmark range,sector,pace is 23% of what the current date needs
N24001599,BELAKERI PORT TO KUMTA - SIRSI ROAD FROM KM 0.00 - KM 4.265 OF BELEKERI PORT ROAD LINK RD. AND KM 4.,ROAD TRANSPORT AND HIGHWAYS,NHAI,KARNATAKA,75.3,1.41,60.1,High,440.2,440.2,0.0,0.0,low - flagged for escalation,Mar-2018,Dec-2022,Dec-2022,Dec-2025,Dec-2025,Apr-2028,extrapolation - unverifiable beyond 1 year,0.2,0.7,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 36 months past its approved date; 2.5y past original commissioning date; date already moved 4x in 10 months
N18000395,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,POWER,PGCIL,ANDHRA PRADESH,33.0,3.75,60.1,High,164.0,164.0,0.0,0.0,low - flagged for escalation,May-2023,Sep-2025,,Sep-2025,Jun-2028,Oct-2029,extrapolation - unverifiable beyond 1 year,0.7,2.8,0.0,33.0,49.0,within benchmark range,sector,pace is 17% of what the current date needs
N42000011,CONSTRUCTION OF PERMANENT CAMPUSES OF CENTRAL UNIVERSITY OF HIMACHAL PRADESH AT DEHRA AND DHARAMSHAL,DEPARTMENT OF HIGHER EDUCATION,CPWD,HIMACHAL PRADESH,74.0,2.39,59.9,High,512.4,300.4,-212.0,-41.4,low - flagged for escalation,Mar-2021,Nov-2024,Jul-2025,Jul-2025,Sep-2027,Feb-2030,extrapolation - unverifiable beyond 1 year,0.3,1.0,8.0,34.0,63.8,within benchmark range,all-sector fallback,7 months past original date; pace is 9% of what the current date needs
N24002133,IMPROVEMENT OF 2 LANE WITH PAVED SHOULDER OF STRETCH FROM BIKRAMGANJ DAWATH MELAYABAGH NAWANAGR -DUM,ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,96.0,5.96,59.9,High,178.6,178.6,0.0,0.0,low - flagged for escalation,Mar-2021,Mar-2025,,Aug-2025,Mar-2028,Jul-2030,extrapolation - unverifiable beyond 1 year,4.8,17.9,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 5 months past its approved date; 3 months past original date
N22000584,LUDHIANA KILA RAIPUR (19 KMS) WITH FREIGHT LINE AT GILL STATION ON LDH-JHL SECTION,RAILWAYS,NR,ANDAMAN AND NICOBAR ISLANDS,55.0,5.94,59.9,High,235.7,235.7,0.0,0.0,low - flagged for escalation,Mar-2019,Mar-2025,Aug-2025,Mar-2026,Mar-2026,Aug-2030,extrapolation - unverifiable beyond 1 year,1.2,4.6,5.0,12.0,65.0,within benchmark range,sector,agency's own forecast is 7 months past its approved date; 3 months past original date; pace is 26% of what the current date needs
N22000406,RISHIKESH - KARNAPRAYAG NEW LINE,RAILWAYS,RVNL,UTTARAKHAND,,0.0,59.8,High,16216.0,38953.2,22737.2,140.2,low - flagged for escalation,Apr-2011,Dec-2025,,Mar-2025,Oct-2026,Jan-2031,extrapolation - unverifiable beyond 1 year,1.5,5.8,0.0,10.0,62.0,within benchmark range,sector,elevated risk on combined profile
N24002208,PACKAGE-3A,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ANDAMAN AND NICOBAR ISLANDS,39.3,6.86,59.6,High,207.5,154.0,-53.5,-25.8,low - flagged for escalation,Feb-2018,Sep-2025,Mar-2024,Sep-2025,Sep-2028,Jan-2031,extrapolation - unverifiable beyond 1 year,1.3,5.2,-18.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 18 months past its approved date
N22000356,WARDHA-BALHARSHAH - 3RD LINE (132 KM),RAILWAYS,CR,MAHARASHTRA,67.0,0.0,59.5,High,1272.2,1384.7,112.5,8.8,low - flagged for escalation,Feb-2015,Dec-2025,,Mar-2026,Aug-2026,Jan-2031,extrapolation - unverifiable beyond 1 year,0.8,3.2,0.0,9.0,62.0,within benchmark range,sector,agency's own forecast is 3 months past its approved date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24000582,4 LANING OF NH-37 SECTION BETWEEN DEMOW TO END OF MORAN BYPASS (FROM KM. 534.800 TO KM. 561.700) O,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,98.4,5.51,59.5,High,294.2,294.2,0.0,0.0,low - flagged for escalation,Jan-2016,Jan-2016,,Jul-2025,Jul-2025,Dec-2025,extrapolation - unverifiable beyond 1 year,4.5,16.7,0.0,114.0,120.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 114 months past its approved date; 9.4y past original commissioning date; spend outruns works by 36pp
N24000733,REHABILITATION AND UP-GRADATION OF EXISTING 2-LANE TO 4 LANE OF DUBURI (KM 388.376) TO CHANDIKHOLE (,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,86.0,0.51,59.5,High,633.7,633.7,0.0,0.0,low - flagged for escalation,Jan-2018,Aug-2022,,Dec-2025,Dec-2025,Apr-2028,extrapolation - unverifiable beyond 1 year,0.4,1.6,0.0,40.0,68.0,within benchmark range,sector,agency's own forecast is 40 months past its approved date; agency anticipates +29% over approved cost; 2.8y past original commissioning date
N24001418,DELHI-AMRITSAR-KATRA EXPRESSWAY FROM CH.KM 303+900 TO KM 319+400 OF MAIN EXPRESSWAY) AND AMRITSAR CO,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,63.0,0.44,59.4,High,1094.5,1094.5,0.0,0.0,low - flagged for escalation,Dec-2020,Apr-2024,Sep-2025,Sep-2025,Apr-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,0.3,1.0,17.0,36.0,64.0,within benchmark range,sector,14 months past original date; pace is 4% of what the current date needs
N16000507,INSTALLATION OF INDEPENDENT DE- AROMATIZED SOLVENTS PRODUCTION FACILITIES AT MUMBAI REFINERY,PETROLEUM,BPCL,MAHARASHTRA,81.5,3.12,59.4,High,405.0,405.0,0.0,0.0,low - flagged for escalation,Mar-2023,Jul-2025,,Jul-2025,Aug-2026,Aug-2028,extrapolation - unverifiable beyond 1 year,0.7,2.6,0.0,13.0,37.0,within benchmark range,sector,pace is 17% of what the current date needs
N18000249,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,POWER,PGCIL,MULTI STATE,81.7,0.4,59.2,High,4754.4,9129.3,4374.9,92.0,low - flagged for escalation,Dec-2014,Dec-2018,Mar-2025,Mar-2027,Mar-2027,Aug-2027,extrapolation - unverifiable beyond 1 year,1.6,6.2,75.0,98.9,104.9,exhausted - already later than the typical completed project,sector,agency's own forecast is 24 months past its approved date; 6.5y past original commissioning date
N22000273,BHANUPALI-BILASPUR BERI NL,RAILWAYS,RVNL,HIMACHAL PRADESH,,24.5,59.1,High,2967.0,13370.3,10403.3,350.6,low - flagged for escalation,Apr-2008,Dec-2026,,Mar-2025,Oct-2027,Jan-2032,extrapolation - unverifiable beyond 1 year,1.2,4.6,0.0,10.0,62.0,within benchmark range,sector,elevated risk on combined profile
N24001736,6L ACCESS CONTROL GREENFIELD HIGHWAY OF VILL-KARAUNDA MAHAJAN TO VILL-KHYAWARI FROM KM. 56.500 TO K,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,98.7,0.04,59.0,High,1160.0,1160.0,0.0,0.0,low - flagged for escalation,Jan-2022,Aug-2024,,Jul-2025,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),34.3,81.3,0.0,11.0,17.0,within benchmark range,sector,agency's own forecast is 11 months past its approved date; 10 months past original date; no physical progress for 3 consecutive reports
N18000275,PATRATU STPP-I (3X800MW),POWER,NTPC,JHARKHAND,81.0,1.33,58.9,High,17112.0,17112.0,0.0,0.0,low - flagged for escalation,Nov-2017,Mar-2023,,Mar-2026,Mar-2026,Jul-2027,extrapolation - unverifiable beyond 1 year,0.6,2.2,0.0,36.0,52.0,within benchmark range,sector,agency's own forecast is 36 months past its approved date; 2.3y past original commissioning date; no physical progress for 3 consecutive reports
N22000566,BAHRAICH - NANPARA -NEPALGANJ (56.15 KM),RAILWAYS,NER,UTTAR PRADESH,25.0,1.47,58.8,High,950.0,500.0,-450.0,-47.4,low - flagged for escalation,Jul-2020,Dec-2024,,Aug-2025,Jan-2026,Jan-2030,extrapolation - unverifiable beyond 1 year,0.3,1.0,0.0,13.5,62.0,within benchmark range,sector,agency's own forecast is 8 months past its approved date; 6 months past original date; spend outruns works by 20pp
