project_code,project_name,sector,agency,state,cost_cr,physical_progress_pct,risk_score,tier,why
611570,"SITC of ATM Automation System and ASMGCS [Including SMR & MLAT] for Mumbai, Navi Mumbai, Jewar [earlier MOPA, without ASMGCS], HIAL & BIAL",Aviation & Aviation Infrastructure,airport authority of india [aai],"Multi-States (Karnataka, Maharashtra, Telangana, Uttar Pradesh)",500.48,80.0,67.0,High,10 months past original date; needs 19.6%/month to hit current date
619129,Mahabalipuram - Pondicherry Pkg-I [Mamallapuram to Mugaiyur],Roads & Highways,nhai,Tamil Nadu,1477.94,58.65,67.0,High,"2.2y past original commissioning date; already rescheduled, 2.7y slip declared; needs 6.8%/month to hit current date"
618784,Balance works of 4 lane divided carriageway of Missing Link section of NH-39 Rewa Bypass from junction with NH 30 near Bela to Junction with MPRDC ring road near Silpara on SH 9 design length 13.100 km on EPC Mode under Bharatmala Pariyojana in the State of Madhya Pradesh,Roads & Highways,nhai,Madhya Pradesh,355.36,84.44,67.0,High,3 months past original date
618512,Tunnel at Khambataki Ghat Section and its approaches from existing Km. 771.730 to existing Km. 782.000,Roads & Highways,nhai,Maharashtra,816.12,89.2,66.9,High,"4.4y past original commissioning date; already rescheduled, 4.7y slip declared"
618171,"Work of Upgradation of Jirapur-Pachore Road including Pachore, Jirapur, Chhapiheda & Khujner Bypasses from 0000 to 58790 Design Length 58.79 Km section of NH-752C to 2LPS in the State of Madhya Pradesh under EPC mode",Roads & Highways,morth,Madhya Pradesh,352.69,57.26,66.9,High,6 months past original date; needs 8.5%/month to hit current date
618684,Outer Ring Road of Jabalpur Town from Manegaon to NH-45 Pkg-2,Roads & Highways,nhai,Madhya Pradesh,786.47,78.75,66.9,High,4 months past original date
617904,Construction of Bypass road to Balangir town from km 72/400 Desing km 0/0 to km 79/800 Design km 11/670 of NH-26 in the State of Odisha.,Roads & Highways,morth,Odisha,238.78,55.0,66.8,High,9 months past original date; needs 9.0%/month to hit current date
618096,Rehabilitation and Up-gradation to 2 lane road with paved shoulders configuration for the balance work of 13 km length on Helwak-Patan-Karad section Km. 85000 to 133 417 of NH-166E in the state of Maharashtra on EPC mode.,Roads & Highways,morth,Maharashtra,181.45,87.0,66.8,High,3 months past original date
618073,Improvement to Two lane with Paved Shoulder from Junction of NH22 near Hajipur to Junction of NH -122 at Bachhwara via Mahnar and Mohiuddin Nagar from Km 0.00 to Km 29.730 of NH 122 B in the State of Bihar.,Roads & Highways,morth,Bihar,226.16,61.0,66.7,High,5 months past original date; needs 5.5%/month to hit current date
617930,Construction of Bypass on NH-59 from Km 336/350 to 349/910 13.56 km near Berhampur town including 4-lane RoB in the state of Odisha.,Roads & Highways,morth,Odisha,196.94,70.0,66.7,High,7 months past original date; needs 6.0%/month to hit current date
619094,Thorapalli - Agraharam - Jittandahalli Section from km 23.350 to km 60.100 [Hosur to Dhamrapuri Pkg-2],Roads & Highways,nhai,Tamil Nadu,1272.11,77.57,66.7,High,"2.6y past original commissioning date; already rescheduled, 3.0y slip declared"
618232,Rehabilitation and Upgradation to 2-lane configuration of Karnohal- Kalwahn Section km 181.00 to 208.950 of NH-70 in the State of Himachal Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode.Package-2,Roads & Highways,morth,Himachal Pradesh,190.02,58.0,66.6,High,2 months past original date; needs 8.4%/month to hit current date
617929,Construction of 2 lane with paved shoulder of Kund Bypass from Design Km 35.130 to Km 47.700 existing Km 33.130 to Km 41.260 of NH-109 in the State of Uttarakhand,Roads & Highways,morth,Uttarakhand,247.41,73.5,66.6,High,"6.2y past original commissioning date; already rescheduled, 6.6y slip declared; needs 5.3%/month to hit current date"
618408,Kargil Zanskar Road,Roads & Highways,nhidcl,Ladakh,398.37,97.1,66.5,High,"3.5y past original commissioning date; already rescheduled, 3.6y slip declared"
618529,Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with Revasa Village km 818.80 / NH-2,Roads & Highways,nhai,Uttar Pradesh,1832.66,96.86,66.5,High,"4.4y past original commissioning date; already rescheduled, 4.7y slip declared"
617934,Nasratpur to Barasgaon section of NH-61 2L / 4L PS from Km.514/00 to 558/200,Roads & Highways,morth,Maharashtra,406.54,95.84,66.3,High,"6.8y past original commissioning date; spend outruns works by 34pp; already rescheduled, 6.9y slip declared"
619215,Cuttack-Angul Section of NH-42 New NH-55 from Km.60.200 to Km. 112.000 Pkg-II in the State of Odisha,Roads & Highways,nhai,Odisha,1168.82,99.66,66.3,High,"5.8y past original commissioning date; already rescheduled, 6.0y slip declared; cost already revised +18%"
618015,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-I, from design chainage km 237.860 to km 273.200 of length 35.340 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",Roads & Highways,morth,Chhattisgarh,228.93,60.0,66.2,High,6 months past original date; needs 8.0%/month to hit current date
618815,4L Access Controlled Greenfield Highway section on NH-163G Warangal-Khammam from Venkatpur village in Warangal District at Design Ch. 150.240 Km to Thallasenkesa village in Mahabubabed District at Design Ch. 189.650 kmPackage-II,Roads & Highways,nhai,Telangana,1083.11,77.65,66.2,High,3 months past original date
619157,4 Laning of Talcher to end of Kamakhyanagar Bypass km 8.844 - km 15.725 of NH- 149 and km 301.875 - km 335.946 of NH-53 Pkg-I,Roads & Highways,nhai,Odisha,810.71,99.0,66.1,High,"4.9y past original commissioning date; already rescheduled, 5.2y slip declared"
618450,Rehabilitation & Upgradation of existing road to 2-lane with paved shoulder including geometric improvement of section from start of Rabangla km33.600 to km58.840 under SARDP-NE Phase A Pkg- IV,Roads & Highways,nhidcl,Sikkim,292.8,65.15,66.1,High,"4.2y past original commissioning date; spend outruns works by 21pp; already rescheduled, 4.6y slip declared"
618017,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-II, from design chainage km 278.75 to km 321.348 of length 42.598 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",Roads & Highways,morth,Chhattisgarh,286.0,60.0,66.1,High,6 months past original date; needs 8.0%/month to hit current date
618071,Construction of two lane with paved shoulder Gangtok Bypass Road from Ranipool to Burtuk Ch 0.00 Km to 23.316 L23.316 Km in the State of Sikkim,Roads & Highways,morth,Sikkim,342.89,92.0,66.1,High,"2.2y past original commissioning date; already rescheduled, 2.6y slip declared"
619163,4L of Baramati to Indapur Pkg-II from km. 41.400 to km. 84.550 of NH-965G Saint Tukaram Marg,Roads & Highways,nhai,Maharashtra,1297.48,86.2,66.0,High,"2.8y past original commissioning date; already rescheduled, 3.3y slip declared"
709800,"CUF POL Depot at Sadashibpur [Meramundali], Odisha",Unknown,bharat petroleum corporation limited [bpcl],Odisha,393.54,86.0,66.0,High,4 months past original date; needs 6.9%/month to hit current date
619119,Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the State of Odisha,Roads & Highways,nhai,Odisha,1178.31,99.0,65.8,High,"6.0y past original commissioning date; already rescheduled, 6.2y slip declared; cost already revised +18%"
618563,4L of Madurai Ring Road Phase 1 [Vadipatti-Thamrapatti] from km 0.00 - km 29.960,Roads & Highways,nhai,Tamil Nadu,900.05,99.42,65.8,High,"4.3y past original commissioning date; already rescheduled, 4.4y slip declared"
618795,Amritsar Bypass Pkg III from km. 71.496 to km. 105.158,Roads & Highways,nhai,Punjab,1228.42,82.88,65.8,High,"23 months past original date; spend outruns works by 17pp; already rescheduled, 2.3y slip declared"
619205,Six Laning of KT/KL Border Thalapaddy -Chengala from Km. 17.200 to Km. 57.20,Roads & Highways,nhai,"Multi-States (Karnataka, Kerala)",2681.48,100.0,65.7,High,"2.2y past original commissioning date; already rescheduled, 2.3y slip declared; cost already revised +35%"
618363,Construction of 2-laning with hard shoulder configuration of Chhumkhum to Tlabung from Design Chainage Km 37.420 to Km 74.950 of NH-302 in Mizoram under Bharatmala Pariyojana on EPC mode [Pkg-B],Roads & Highways,nhidcl,Mizoram,740.58,61.34,65.6,High,"3.5y past original commissioning date; already rescheduled, 3.9y slip declared; needs 7.7%/month to hit current date"
706860,Barauni-Bachwara 16 km - 3rd & 4th line incl Barauni yard remodelling 32 km Umbrella work PB57/2019-20/NR,Railways,cao/con/north/mhx ecr mor,Bihar,485.58,38.0,65.6,High,11 months past original date; needs 20.5%/month to hit current date
618203,"Construction of 4 lane with paved shoulder Pattan bypass Greenfield bypass from existing Ch. Km 24320 to Km 33760 and Design Ch. from Km 24400 to Km 35300, total length 10.900 km on road SrinagarBaramulla Uri NH-01 in the UT of Jammu & Kashmir under Project BEACON, Border Roads Organization BRO on EPC mode. Package-II",Roads & Highways,morth,Jammu and Kashmir,980.21,57.0,65.4,High,needs 6.1%/month to hit current date
619078,Six Laning of Bihar - Jharkhand Border Chordaha - Gorhar section of NH-2 from km 249.525 to km 320.810,Roads & Highways,nhai,"Multi-States (Bihar, Jharkhand)",1689.17,78.0,65.4,High,"4.7y past original commissioning date; already rescheduled, 5.1y slip declared"
618803,Development of 4L Road from Samarlakota to Achampeta Junction as part of Kakinada Port Connectivity to NH-16 Rajanagaram Junction in East Godavari District,Roads & Highways,nhai,Andhra Pradesh,750.2,93.0,65.4,High,11 months past original date; cost already revised +16%
618721,6L Access Controlled Greenfield Highway from Chandrasekharapuram Ch. 228000 to Polavaram Ch. 260000of [NH-544G] Package-11,Roads & Highways,nhai,Andhra Pradesh,1110.33,64.2,65.3,High,5 months past original date
619096,Goa / Karnataka Km.93.700 to Kundapur Km.283.30,Roads & Highways,nhai,Karnataka,1990.99,97.94,65.3,High,"9.9y past original commissioning date; already rescheduled, 10.2y slip declared; cost already revised +21%"
618388,Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi section of NH-102A from Design Chainage 50.850 km to 81.870 km in the State of Manipur on EPC mode under NHO-TSP Package -3,Roads & Highways,nhidcl,Manipur,315.56,94.5,65.2,High,18 months past original date
619202,Dwarka Expressway from Km -0.600 to Km 5.300 - Pkg-I Shivmurti Chowk-RuB near Dwarka Sector 21,Roads & Highways,nhai,Delhi,3929.5,98.8,65.2,High,"3.8y past original commissioning date; already rescheduled, 3.9y slip declared; cost already revised +83%"
618899,Kallagam km.38.700 to Meensurutti Km.98.433 of NH-227 in Tamil Nadu,Roads & Highways,nhai,Tamil Nadu,1499.12,100.0,65.0,High,"5.2y past original commissioning date; already rescheduled, 5.3y slip declared"
612167,"Construction of 350 beds + 50 Super Specialty beds ESIC Hospital Sheelanagar, Visakhapatnam, Andhra Pradesh",Healthcare,employee's state insurance company [esic],Andhra Pradesh,384.27,95.0,65.0,High,9 months past original date
619071,Tumkur - Nelamangala 6L,Roads & Highways,nhai,Karnataka,1664.2,61.36,64.9,High,11 months past original date
618719,6L Access Controlled Greenfield Highway from Mallapalle Ch. 176000 to Kavulakuntla Ch. 196000 Package-08,Roads & Highways,nhai,Andhra Pradesh,751.81,65.92,64.7,High,5 months past original date
618600,6L of Valanchery bypass to Kappirikkad of NH 66 from km. 298500 to km 335850,Roads & Highways,nhai,Kerala,4023.94,100.0,64.7,High,"24 months past original date; already rescheduled, 2.1y slip declared"
618929,4L of Moradabad western side spur connecting NH-734 & NH-24 from Km. 0.000 to Km. 33.200 Pkg-I,Roads & Highways,nhai,Uttar Pradesh,1843.54,83.06,64.6,High,10 months past original date
604859,Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip Refinery,Unknown,indian oil corporation limited [iocl],Odisha,11783.0,94.9,64.6,High,"2.5y past original commissioning date; already rescheduled, 2.6y slip declared; needs 5.0%/month to hit current date"
618334,Widening to 2 Lane with Paved shoulder of lmphal to Jiribam section of NH-37 from Design Ch. from km 131.280 to km 169.570 on EPC mode in Manipur under NHO- TSP PKG-6,Roads & Highways,nhidcl,Manipur,504.76,95.2,64.6,High,17 months past original date
709780,Construction of Additional Tankages and Allied Facilities at JNPT Terminal,Unknown,indian oil corporation limited [iocl],Maharashtra,436.14,72.9,64.5,High,cost already revised +28%; needs 26.6%/month to hit current date
618503,Ahmedabad - Dholera Pkg III from km. 48.52 to km. 71.06 [Vejallka Village - Start of DSIR zone],Roads & Highways,nhai,Gujarat,1155.41,100.0,64.5,High,"3.0y past original commissioning date; already rescheduled, 3.1y slip declared; cost already revised +12%"
618168,Widening to four lane with paved shoulder from Design Km.49.200 to Km.89.285 of NH-731B on EPC mode in the state of Uttar Pradesh,Roads & Highways,morth,Uttar Pradesh,965.3,56.0,64.3,High,6 months past original date; needs 7.3%/month to hit current date
619301,Construction of Approach Road to Rail-cum- Road Bridge across river Ganga at Munger Ghat NH-333 B,Roads & Highways,nhai,Bihar,633.91,99.99,64.2,High,"5.2y past original commissioning date; already rescheduled, 5.3y slip declared; cost already revised +18%"
618825,Bridge over Ganga River at d/s of Farraka Barrage including Approaches connecting Farakka-Raiganj,Roads & Highways,nhai,West Bengal,646.1,96.71,64.1,High,"4.6y past original commissioning date; already rescheduled, 4.8y slip declared"
618927,4L of Moradabad-Thakurdwara-Kashipur Section from Km. 0.000 to Km. 38.77 of NH- 734 Pkg-II,Roads & Highways,nhai,Uttar Pradesh,1890.05,54.55,64.0,High,4 months past original date
612855,Transmission System for Evacuation of Power from Potential Energy Renewable Zone in Khavda Area of Gujarat under Ph-IV [7GW] Part E2,Unknown,power grid corporation of india limited [powergrid],Gujarat,697.0,82.0,64.0,High,2 months past original date; needs 8.8%/month to hit current date
618888,Rehabilitation and Up-gradation of existing road to 2L PS from End of Hamirpur Bypass near Chilbahal to Bhangbar section from Km. 138.295 to Km.175.270 of NH- 88 Pkg-IV,Roads & Highways,nhai,Himachal Pradesh,1358.62,97.2,64.0,High,15 months past original date; cost already revised +19%
618304,"Widening/Improvement to 2 Lane with earthen shoulder of Jessami to Laynen bridge Nagaland border section of NH-29 of Imphal -Ukhrul - Jessami Economic Corridor from km 0.000 to km 11.009 in the State of Manipur on EPC mode under Bharatmala Pariyojana, under NHO-NE Package-7",Roads & Highways,nhidcl,Manipur,164.89,28.12,63.9,High,1 months past original date; spend outruns works by 50pp; needs 10.2%/month to hit current date
618256,"Rehabilitation and Upgradation to 2-lane with paved should ders Sir, configuration of Chaprathipalem to Lambasingi section Km 165500 to Km 205000 of NH-516E in the State of Andhra Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode",Roads & Highways,morth,Andhra Pradesh,311.22,93.01,63.9,High,21 months past original date
618018,Upgradation of Bilaspur-Takhatpur-Mungeli-Pandariya-Pondi Road on N.H.-130A Package IIIA Takhatpur By-pass from existing Ch. 26.542 to 32.093 [Design Ch. 18.700 to 25.900] & Mungeli By-pass from existing Ch. 45.786 to 56.275 [Design Ch. 29.600 to 51.600] and Package IIIB Pandariya By-Pass from existing Ch. 82.582 to 87.133 [Design Ch. 77.900 to 81.1000 & Pondi By-pass from existing Ch. 103.166 to 104.756 [Design Ch. 97.000 to 103.395] to two lane with paved shoulder configuration in the,Roads & Highways,morth,Chhattisgarh,351.19,11.0,63.9,High,12 months past original date; only 11% built with planned time exhausted; needs 17.7%/month to hit current date
618644,4L of Ormanjhi-Gola section from Km 81.450 to Km 53.600 of NH- 320BPKG-II,Roads & Highways,nhai,Jharkhand,1462.19,86.57,63.9,High,13 months past original date; cost already revised +20%
619216,6L access Controlled Greenfield Highway from Adhoya Musalmana to Sadopur section of Shamli -Ambala Package-III Design Ch. Form km 84.400 to km 121.786,Roads & Highways,nhai,"Multi-States (Haryana, Punjab)",1122.86,81.33,63.9,High,14 months past original date
618890,2L PS of Hamirpur Bypass from Km 121.175 to Km.138.295 of NH-103&3,Roads & Highways,nhai,Himachal Pradesh,754.82,94.37,63.8,High,9 months past original date
618594,Balance work of 4L Panvel to Indapur section of NH-66 Old NH- 17 from km 0.000 Panvel to km 42.300 Kasu,Roads & Highways,nhai,Maharashtra,196.87,98.66,63.7,High,21 months past original date
619090,8L of Dwarka Expressway Pkg-II RuB near Dwarka Sector 21-DL/HR Border from 5.300 Km.to 9.500 Km. of NH-248BB,Roads & Highways,nhai,Delhi,2670.22,100.0,63.7,High,"4.7y past original commissioning date; already rescheduled, 4.8y slip declared; cost already revised +29%"
619125,6L Access Controlled Greenfield Highway from Somavarappadu Ch.314.600 to Muppavaram Ch.343240 of [NH-544G] Package-14,Roads & Highways,nhai,Andhra Pradesh,943.66,44.56,63.6,High,5 months past original date
618713,6L Access Controlled Greenfield Highway from Yerragudipadu Ch. 129000 to Audireddipalle Ch. 160000 of [NH 544G] Package-6,Roads & Highways,nhai,Andhra Pradesh,1019.69,47.2,63.6,High,5 months past original date
618545,"4L of Km.165.092 to Km.171.855 North Bound and from Km.166.895 to Km.173.638 South Bound, excl. certain reaches of North Bound and South Bound of Ramban to Banihal Pkg-III of Old NH-1A New NH-44",Roads & Highways,nhai,Jammu and Kashmir,444.76,42.8,63.4,High,"23 months past original date; spend outruns works by 26pp; already rescheduled, 2.8y slip declared"
619118,Four Laning of Angul to Sambalpur from Km.112.000 to Km.265.000,Roads & Highways,nhai,Odisha,2632.91,99.98,63.3,High,"6.9y past original commissioning date; already rescheduled, 7.0y slip declared"
618074,Pre construction activity of NH 122B from km 0 to 72.348 and Improvement to two lane with paved shoulders of NH 122B from km 29.730 to km 72.348 in state of Bihar under EPC mode,Roads & Highways,morth,Bihar,624.43,96.0,63.2,High,elevated risk on combined profile
612788,Construction of New Domestic Terminal Building and Miscellaneous Works at Belagavi Airport.,Aviation & Aviation Infrastructure,airport authority of india [aai],Karnataka,322.45,97.0,63.2,High,5 months past original date
618429,Construction & upgradation of existing road to 2-lane with paved shoulder including geometric improvement of sect. from Pedong bypass to Reshi Border km 79.700 to km 96.254 of NH-717A under SARDP-NE-A on EPC as part of Alternate connectivity to Gangtok Lava More-Reshi Border Pkg-VB,Roads & Highways,nhidcl,West Bengal,395.59,97.22,63.2,High,"4.2y past original commissioning date; already rescheduled, 4.3y slip declared; cost already revised +15%"
618599,6L of Ramanatukkara Junction to start of Valanchery bypass section of NH-66,Roads & Highways,nhai,Kerala,4919.46,100.0,63.2,High,"24 months past original date; already rescheduled, 2.1y slip declared"
618254,Construction of Paderu bypass Km 0000 to Km 13000 of 2- lane with paved shoulder on NH-516E,Roads & Highways,morth,Andhra Pradesh,244.43,13.0,63.1,High,needs 17.3%/month to hit current date
706763,Rajkot-Kanalus 111.20 km,Railways,caocwr wr mor,Gujarat,1205.18,90.0,63.1,High,cost already revised +12%
618394,Up-gradation to 2-lane with Paved Shoulder from Km 12.850 to Km20.300 of 7.450Km length on Goha-Khellani section and a link road to Goha village of 2.016 km on NH- 244 in UT of Jammu and Kashmir on EPC Mode Pkg-1,Roads & Highways,nhidcl,Jammu and Kashmir,225.37,94.26,63.0,High,"4.2y past original commissioning date; already rescheduled, 4.5y slip declared"
612259,CONSTRUCTION OF 300 BEDDED HOSPITAL AT HARIDWAR,Healthcare,employee's state insurance company [esic],Uttarakhand,297.63,90.5,62.9,High,21 months past original date; spend outruns works by 24pp; cost already revised +191%
619093,4L Ismailabad to Ambala Section of NH-152 Lot-4/Package-1,Roads & Highways,nhai,"Multi-States (Haryana, Punjab)",454.34,76.3,62.9,High,7 months past original date
619123,6L Access Controlled Greenfield Highway from Narayanmpet Ch. 203500 to Chandrasekharpuram Ch. 228000Package-10,Roads & Highways,nhai,Andhra Pradesh,678.21,66.12,62.8,High,5 months past original date
618604,Aroor-Thuravoor Thekku,Roads & Highways,nhai,Kerala,2382.83,91.63,62.8,High,6 months past original date
616604,Pollution Abatement works for River Ganga at Hooghly Chinsurah- Municipal Town Interception & Diversion with STP,Waste & Water,national mission for clean ganga,West Bengal,154.73,94.0,62.8,High,16 months past original date; needs 5.9%/month to hit current date
619200,Delhi-Amritsar-Katra Expressway Phase-I Spur-III from Junction with Amritsar- Jalandhar road NH-3 near Bhishambarpura to Junction with Amritsar-Anjala road NH- 354 near Amritsar Airport [Km 71000 to Km 99000 of Amritsar connectivity],Roads & Highways,nhai,Punjab,1951.7,33.85,62.8,High,"21 months past original date; spend outruns works by 36pp; already rescheduled, 3.0y slip declared"
612194,Development of New Civil Enclave and associated works at Darbhanga Airport,Aviation & Aviation Infrastructure,airport authority of india [aai],Bihar,911.66,71.1,62.8,High,needs 7.2%/month to hit current date
617280,"Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata",Construction,central public works department [cpwd],West Bengal,255.37,64.0,62.7,High,needs 35.3%/month to hit current date
619103,4/6 Laning of Raipur-Simga Pkg-I from km. 0.00 to km. 48.58,Roads & Highways,nhai,Chhattisgarh,1172.36,100.0,62.7,High,"8.2y past original commissioning date; already rescheduled, 8.3y slip declared"
705500,Wardha Sevagram-Nagpur - 3rd line 76.3 km,Railways,caoc/cr cr mor,Maharashtra,899.52,88.0,62.6,High,7 months past original date; cost already revised +67%
618286,Construction of New 2-Lane Bridge with its approaches from km 0000 to Km 4385 across River Brahmaputra on NH-17 at Jogighopa in Assam on EPC mode,Roads & Highways,nhidcl,Assam,746.76,81.07,62.6,High,"20 months past original date; already rescheduled, 2.1y slip declared"
618315,4-Laning of Silchar - Dhanehari section from Existing Chainage km 263800 of NH 37 to km 12920 of NH 306 Design Chainage km 0000 to km 20000 on Silchar - Vairengte - Sairang road in the State of Assam under Bharatmala Pariyojna on EPC mode Package-1,Roads & Highways,nhidcl,Assam,1256.9,59.65,62.4,High,needs 5.1%/month to hit current date
618799,Belakeri Port to Kumta - Sirsi road from km 0.00 - km 4.265 of Belekeri Port Road Link Rd. and km 4.965 - km 60.00 of SH-69,Roads & Highways,nhai,Karnataka,456.79,95.23,62.4,High,"3.6y past original commissioning date; already rescheduled, 3.9y slip declared"
705504,Daund - Manmad 247.50 km,Railways,caoc/cr cr mor,Maharashtra,3554.74,95.0,62.3,High,7 months past original date; cost already revised +71%
618070,Widening to 2 Lanes with paved shoulders from Km.87/000 to 133/720 Nattukal to Thanau Jn. in Palakkad of NH-966 Old NH-213 on EPC mode Basis under NHO Annual Plan 2016-17 in the state of Kerala,Roads & Highways,morth,Kerala,315.63,98.0,62.2,High,"6.9y past original commissioning date; already rescheduled, 6.8y slip declared"
400121,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining Complex of NMDC Limited at Ballari Dt, Karnataka.",Unknown,national mineral development corporation limited [nmdc],Karnataka,1043.63,70.33,62.2,High,needs 29.1%/month to hit current date
617897,Construction of proposed 4Lane Revelgunj bypass NH-19 in the State of Bihar on EPC mode connecting NH 19 to 85 origin,Roads & Highways,morth,Bihar,295.24,88.65,62.2,High,12 months past original date
618010,Development to 4-lane with paved shoulder for the road section Talwandi Sabo- Raman road to refinery Road junction with Bathinda Dabwali Road of NH-254 from existing Km 131.600 to Km 155.650 Design Km 131600 to km 155600 in the State of Punjab. Job No NH-254-PB-2022-23-565,Roads & Highways,morth,Punjab,546.67,45.0,62.2,High,needs 13.6%/month to hit current date
619217,4L of Haridwar-Nagina section from km. 0.00 to km. 71.614 of NH-74,Roads & Highways,nhai,"Multi-States (Uttar Pradesh, Uttarakhand)",1622.49,99.85,62.1,High,"6.0y past original commissioning date; already rescheduled, 6.1y slip declared"
618673,Development of 6L of Jhanki Sargi Section Road from km 0.000 to km 42.800 of NH- 130CD Pkg-CG-1,Roads & Highways,nhai,Chhattisgarh,1129.14,99.35,62.1,High,"22 months past original date; already rescheduled, 2.4y slip declared"
618257,Rehabilitation and Upgradation to 2-lane with paved shoulders configuration of Koyyuru to Chaprathipalem section Km 120000 to Km 165500 of NH-516E in the State of Andhra Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode,Roads & Highways,morth,Andhra Pradesh,349.29,98.09,62.1,High,24 months past original date
619112,6L Kantakapalle Sabbavaram Section of NH-130CD Road from Km 445.100 to Km 464.662 Pkg-4,Roads & Highways,nhai,Andhra Pradesh,1012.57,84.6,62.0,High,"21 months past original date; already rescheduled, 2.2y slip declared"
618836,4L of Ratnagiri - Kolhapur section from km 67.140 to km 112.340 of NH-166 Pkg II,Roads & Highways,nhai,Maharashtra,1798.0,81.57,61.9,High,14 months past original date
618850,Nerchowk km 190.000 to Pandoh including Pandoh bypass km221.305,Roads & Highways,nhai,Himachal Pradesh,1651.67,100.0,61.8,High,"6.0y past original commissioning date; already rescheduled, 6.1y slip declared; cost already revised +13%"
618838,4L of Karwar Km. 281.980 of NH-62 Nagaur road to Dangiyavas of Jodhpur Ring Road Pkg-II,Roads & Highways,nhai,Rajasthan,512.77,100.0,61.8,High,23 months past original date
618630,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 26.000 to Km. 97.000 in Gulbarga of NH-150C Pkg-II,Roads & Highways,nhai,Karnataka,1923.3,81.35,61.7,High,13 months past original date
618598,6L Minor Bridge Paloli Palam at km. 203.160 & Major Bridge Morad at km. 204.895 and allied works,Roads & Highways,nhai,Kerala,216.94,100.0,61.7,High,"4.1y past original commissioning date; already rescheduled, 4.3y slip declared"
618908,3L Major Bridge over River Brahmani at Km. 401.250 Duburi - Chandikhole Section of NH-200 New NH -53,Roads & Highways,nhai,Odisha,103.68,38.0,61.7,High,"18 months past original date; spend outruns works by 33pp; already rescheduled, 2.7y slip declared"
618335,Widening to 2 Lane with Paved shoulder of lmphal to Jiribam section of NH-37 from Design Ch. from Km 101280 Near Khongsang Village to Km 131280 near Puilon Kambiron Village on EPC Mode in Manipur PKG-5,Roads & Highways,nhidcl,Manipur,410.68,91.02,61.7,High,"2.2y past original commissioning date; already rescheduled, 2.6y slip declared"
618955,2L PS of Majhauli to Charout section from km. 0.00 to km. 63.655,Roads & Highways,nhai,Bihar,1067.51,99.8,61.7,High,"4.7y past original commissioning date; already rescheduled, 4.8y slip declared; cost already revised +67%"
618154,"Rehabilitation & upgradation of Jamkhed to Sautada Section of NH548 D from km 195.375 to km 208.774, Length 13.399 Km to 2L PS /4L configuration with rigid pavement in the state of Maharashtra on EPC mode.",Roads & Highways,morth,Maharashtra,157.62,68.93,61.6,High,24 months past original date
705659,Satna - Rewa 50 km,Railways,ce/c-4/wcr wcr mor,Madhya Pradesh,646.1,88.0,61.6,High,4 months past original date; cost already revised +29%
617940,"Rehabilitation and Upgradation of LB-Nagar to Malkapur section to 6-Lane main carriageway with service roads, drains cum footpath, including VUPs and widening of Minor bridge & road safety provisions from Km. 15/00 to Km 40/00 of NH-65 Old NH-9 under NH O for the year 2020-21 in the state of Telangana on EPC Mode.",Roads & Highways,morth,Telangana,545.11,83.47,61.6,High,"24 months past original date; already rescheduled, 2.4y slip declared"
701168,ALL India Institute of Medical Sciences-AIIMS Madurai,Healthcare,pmssy and institute of national importance,Tamil Nadu,2021.51,54.0,61.5,High,"3.9y past original commissioning date; already rescheduled, 4.2y slip declared; cost already revised +60%"
618301,Widening/Improvement of existing 2-lane to 4-Lane Divided Highway from Kuraopokpi to Sekmai section of Imphal-Kohima Road Design Ch. km 287.00 to 297.700 of NH-39 New NH-02 in state of Manipur on EPC mode Pkg-5A,Roads & Highways,nhidcl,Manipur,228.97,48.35,61.5,High,needs 10.3%/month to hit current date
709776,Augmentation/Revamping of Facilities at existing Guwahati Terminal at Betkuchi,Unknown,indian oil corporation limited [iocl],Assam,323.09,84.3,61.5,High,cost already revised +17%; needs 7.7%/month to hit current date
705661,Katni - Grade separator / bypass 21.50 km,Railways,gm ircon katni wcr mor,Madhya Pradesh,2300.0,84.0,61.4,High,22 months past original date; cost already revised +84%; needs 7.9%/month to hit current date
