project_code,project_name,sector,agency,state,cost_cr,physical_progress_pct,risk_score,tier,why
N24000715,REHABILITATION AND UPGRADATION OF CUTTACK ANGUL SECTION OF NH- 42 (NEW NH-55) TO 4 LANE (KM. 0+400 TO,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,565.0,98.0,65.2,High,agency's own forecast is 60 months past its approved date; agency anticipates +22% over approved cost; 4.9y past original commissioning date
N24000868,UP-GRADATION TO 4-LANE WITH PAVED SHOULDER OF JAMMU- AKHNOOR ROAD SECTION OF NH-144A FROM GANESH VIHA,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,JAMMU AND KASHMIR,253.44,83.23,65.2,High,"agency's own forecast is 26 months past its approved date; 3.9y past original commissioning date; already past planned completion, no revised pace available"
N24001859,CONSTRUCTION OF BYPASS ON NH-59 FROM KM 336/350 TO 349/910 (13.56 KM) NEAR BERHAMPUR TOWN INCLUDING,ROAD TRANSPORT AND HIGHWAYS,MORTH,ODISHA,196.94,93.0,65.2,High,"agency's own forecast is 17 months past its approved date; 15 months past original date; already past planned completion, no revised pace available"
N24002035,WIDENING TO 6L OF EXISTING 4L JETPUR - GONDAL - RAJKOT SECTION FROM KM. 117.600 TO KM. 185.00 ON NH-,ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,2070.44,37.86,65.1,High,pace is 15% of what the current date needs
N24001879,CONSTRUCTION OF PROPOSED 4_LANE REVELGUNJ BYPASS NH-19 IN THE STATE OF BIHAR ON EPC MODE CONNECTING,ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,295.24,63.05,65.0,High,agency's own forecast is 3 months past its approved date; pace is 10% of what the current date needs
N28000122,AHMEDABAD METRO RAIL PROJECT PHASE 1,URBAN DEVELOPMENT,AMR,GUJARAT,10773.0,99.9,65.0,High,agency's own forecast is 80 months past its approved date; agency anticipates +20% over approved cost; 6.5y past original commissioning date
N24000649,SIX LANNING FROM KM. 401.200 TO 494.410 OF NH-8 ON HYBRID ANNUITY MODE UNDER NHDP-V(PKG VI)REG.,ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,1527.75,91.08,64.9,High,4.5y past original commissioning date; pace is 36% of what the current date needs
N22000396,BONDAMUNDA RANCHI DOUBLING,RAILWAYS,SER,JHARKHAND,3029.04,84.5,64.8,High,"agency's own forecast is 24 months past its approved date; 12 months past original date; already past planned completion, no revised pace available"
N24001854,FOUR LANING WITH PAVED SHOULDER OF SECTION FROM KM 53.600 (GOLA ON NH-320) TO KM 81.446 (ORMANJHI ON,ROAD TRANSPORT AND HIGHWAYS,NHAI,JHARKHAND,1324.95,75.5,64.8,High,"agency anticipates +10% over approved cost; already past planned completion, no revised pace available"
N24001368,TULUNGIA-JOGIGHOPA-PAIKAN ROAD PKG-7,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,286.72,82.9,64.6,High,"agency's own forecast is 21 months past its approved date; 17 months past original date; already past planned completion, no revised pace available"
N24002114,4L OF VADUGAPATTI TO THERKUVENGANALLUR (RAJAPALYAM) SECTION FROM KM 36.000 TO KM 71.600 OF NH744 UND,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,1097.59,97.8,64.6,High,agency's own forecast is 6 months past its approved date; agency anticipates +20% over approved cost; 2 months past original date
N24001750,CONSTRUCTION OF NEW 4 LANE BRIDGE OVER RIVER GANGA AT DOWNSTREAM OF FARAKKA BARRAGE INCLUDING APPROA,ROAD TRANSPORT AND HIGHWAYS,NHAI,WEST BENGAL,622.04,91.64,64.5,High,"agency's own forecast is 44 months past its approved date; 3.5y past original commissioning date; already past planned completion, no revised pace available"
N24001348,KARGIL-ZANSKR PACKAGE-8,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,LADAKH,398.37,84.05,64.5,High,2.4y past original commissioning date; pace is 16% of what the current date needs
N18000279,LUHRI HYDROELECTRIC PROJECT (STAGE1),POWER,SJVN,HIMACHAL PRADESH,1810.56,51.32,64.4,High,agency's own forecast is 35 months past its approved date; agency anticipates +98% over approved cost; no physical progress for 3 consecutive reports
N24000858,WIDENING AND UP-GRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,640.07,98.9,64.3,High,agency's own forecast is 10 months past its approved date; agency anticipates +101% over approved cost; 23 months past original date
N18000349,BHUJ SOLAR 300MW (TRANCHE-IV WIND SOLAR HYBRID),POWER,NTPC,GUJARAT,1442.6,2.51,64.2,High,15 months past original date; pace is 3% of what the current date needs; spend outruns works by 52pp
N44000002,"CONSTRUCTION OF SIKKIM UNIVERSITY CAMPUS PHASE-I, PACKAGE -II AT YANGANG SOUTH SIKKIM",DEPARTMENT OF HIGHER EDUCATION,SIKKIM UNIVERSI,SIKKIM,314.06,80.0,64.2,High,"5 months past original date; already past planned completion, no revised pace available"
N24002038,CONSTRUCTION OF 6-LANE GREENFIELD KARNAL RING ROAD STARTING FROM NH-44 NEAR VILLAGE SHAMGARH (DESIGN,ROAD TRANSPORT AND HIGHWAYS,NHAI,HARYANA,1998.0,58.76,64.1,High,pace is 10% of what the current date needs
N24000736,REHABILITATION AND UPGRADATION OF CUTTACK-ANGUL SECTION TO 4 LANE (KM 60.20) TO (KM 112.0) PKG II ON,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,504.09,98.35,64.1,High,agency's own forecast is 58 months past its approved date; agency anticipates +101% over approved cost; 4.7y past original commissioning date
N16000450,"PROJECT TO CONSTRUCT A FIELD GAS GATHERING STATION AT BAGHJAN AREA FOR COLLECTION,PROCESSING",PETROLEUM,OIL,ASSAM,430.76,83.94,64.0,High,"agency's own forecast is 6 months past its approved date; 11 months past original date; already past planned completion, no revised pace available"
N18000172,PAKAL DUL HYDRO ELECTRIC PROJECT (1000 MW),POWER,CVPPPL,JAMMU AND KASHMIR,8112.12,70.0,63.9,High,agency's own forecast is 17 months past its approved date; agency anticipates +57% over approved cost; 5.2y past original commissioning date
N24001795,FOUR LANING OF AURANGABAD- PAITHAN SECTION OF NH-752E ON EPC MODE IN THE STATE OF MAHARASHTRA .,ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,490.4,96.0,63.6,High,"11 months past original date; already past planned completion, no revised pace available"
N16000375,R AND D CAMPUS II AT FARIDABAD,PETROLEUM,IOCL,HARYANA,3219.94,63.1,63.6,High,agency's own forecast is 8 months past its approved date; 2.5y past original commissioning date; pace is 1% of what the current date needs
N24001917,UP GRADATION OF NH 930 SHERPAR TO KOHKA FROM KM 67.880 TO KM 114.860 TO TWO LANE WITH PAVED SHOULDER,ROAD TRANSPORT AND HIGHWAYS,MORTH,CHHATTISGARH,278.97,87.0,63.4,High,"agency's own forecast is 13 months past its approved date; 13 months past original date; already past planned completion, no revised pace available"
N12000122,REBUILDING OF COKE OVEN BATTERY- 2 ALONGWITH AUGMENTATION OF COKE HANDLING AND GAS HANDLING FACILITY,STEEL,SAIL,ODISHA,377.18,,63.2,High,"2.1y past original commissioning date; already past planned completion, no revised pace available"
N24001588,DEVELOPMENT OF SIX LANE SARGI- BASANWAHI OF NH 130 CD FROM KM.42+800 TO 99+500 UNDER RAIPUR VISAKHAPA,ROAD TRANSPORT AND HIGHWAYS,NHAI,CHHATTISGARH,1470.73,83.0,63.2,High,"agency's own forecast is 11 months past its approved date; 5 months past original date; already past planned completion, no revised pace available"
N24001515,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 26,ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,1542.02,68.5,63.2,High,"agency's own forecast is 25 months past its approved date; 16 months past original date; already past planned completion, no revised pace available"
N24002151,WIDENING TO 4L/4L+PS AND STRENGTHENING IN SELECTED STRETCHES FROM KM 0/8 TO 50/570 OF NH 532 INCLUD,ROAD TRANSPORT AND HIGHWAYS,MORTH,TAMIL NADU,294.7,90.0,63.1,High,"agency's own forecast is 18 months past its approved date; 17 months past original date; already past planned completion, no revised pace available"
N06000195,2.0 MTPA BHOJUDIH NLW WASHERY,COAL,BCCL,WEST BENGAL,384.57,97.0,63.1,High,"agency's own forecast is 58 months past its approved date; 4.7y past original commissioning date; already past planned completion, no revised pace available"
N24002070,INDORE - EDLABAD (PKG-II) [TEJAJINAGAR TO BALWARA],ROAD TRANSPORT AND HIGHWAYS,NHAI,MADHYA PRADESH,1162.8,80.5,63.1,High,"agency's own forecast is 12 months past its approved date; 5 months past original date; already past planned completion, no revised pace available"
N24001281,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER OF SELLING-DULTE SECTION OF NH-06 (PKG-III),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,292.24,94.4,63.0,High,agency's own forecast is 27 months past its approved date; agency anticipates +13% over approved cost; 2.9y past original commissioning date
N24000717,CONSTRUCTION OF STAND ALONE RING ROAD/ BYPASS AROUND JAMMU CITY IN THE STATE OF J AND K ON EPC MODE,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,1471.75,98.94,63.0,High,agency anticipates +29% over approved cost; 3.9y past original commissioning date; pace is 21% of what the current date needs
N24001832,DIBRUGARH-LAHOAL-CHABUA BYPASS PACKAGE-3,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,458.59,66.12,62.9,High,"agency's own forecast is 6 months past its approved date; 1 months past original date; already past planned completion, no revised pace available"
N22000109,NEW WORK FOR CONSTRUCTION OF METRO RAILWAY FROM BARANAGAR TO BARRACKPORE AND DAKSHINESHWAR (MTP),RAILWAYS,RVNL,WEST BENGAL,2298.42,,62.8,High,agency anticipates +19% over approved cost
N22000602,DALLIRAJHARA - ROWGHAT (95 KM) {PART OF DALLIRAJHARA-JAGDALPUR (235 KM)},RAILWAYS,RVNL,CHHATTISGARH,1627.56,,62.7,High,"already past planned completion, no revised pace available"
N24001860,CONSTRUCTION OF BYPASS TO NAYAGARH TOWN FROM KM 235.469 TO 252.482 OF NH-57 INCLUDING LAND ACQUISITI,ROAD TRANSPORT AND HIGHWAYS,MORTH,ODISHA,300.33,70.0,62.2,High,"agency's own forecast is 4 months past its approved date; 2 months past original date; already past planned completion, no revised pace available"
N24001920,UPGRADATION OF NH 130A MUNGELI TO PONDI FROM NH KM. 51.600 TO KM. 77.870 KM. 80.970 TO 96.970 TO 2,ROAD TRANSPORT AND HIGHWAYS,MORTH,CHHATTISGARH,218.57,89.0,62.0,High,"agency's own forecast is 8 months past its approved date; 9 months past original date; already past planned completion, no revised pace available"
N24001667,6L GREENFIELD KALIAGURA ? BAUNSAGUAR SECTION OF NH-130-CD ROAD FROM KM 249+000 TO KM 293+000 (PACKAG,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,1734.0,86.47,62.0,High,"agency's own forecast is 19 months past its approved date; 13 months past original date; already past planned completion, no revised pace available"
N18000297,BAGODARA SOLAR POWER PROJECT,POWER,SJVN,GUJARAT,339.35,51.86,61.9,High,"agency's own forecast is 38 months past its approved date; 2.7y past original commissioning date; already past planned completion, no revised pace available"
N24001537,DABOKA KATHKATI PACKAGE-7,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,204.1,96.8,61.8,High,"agency's own forecast is 12 months past its approved date; 11 months past original date; already past planned completion, no revised pace available"
N22000570,KATIHAR-KUMEDPUR AND KATIHAR- MUKURIA (64.5 KM) (UMBRELLA WORK PB#57/2019-20/NR),RAILWAYS,NFR,BIHAR,745.0,35.0,61.7,High,agency anticipates +101% over approved cost
N18000350,WESTERN REGION EXPANSION SCHEME XXV,POWER,PGCIL,CHHATTISGARH,385.84,95.0,61.6,High,"agency's own forecast is 21 months past its approved date; 19 months past original date; already past planned completion, no revised pace available"
N24000583,4 LANING OF NH 37 SECTION BETWEEN END OF MORAN BYPASS TO BOGIBEEL JUNCTION NEAR LAPETKETA (KM. 561,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,252.0,95.42,61.6,High,agency's own forecast is 43 months past its approved date; agency anticipates +31% over approved cost; 3.5y past original commissioning date
N22000279,RAYADURGA-TUMKUR NL,RAILWAYS,SWR,MULTI STATE,2495.86,65.0,61.6,High,"agency's own forecast is 149 months past its approved date; 9.7y past original commissioning date; already past planned completion, no revised pace available"
N24001461,2-LANE WITH PS OF BEWAR TO NEAR KARRI VILLAGE SECTION OF NH-92 FROM KM.0.00 TO 30.00 UNDER GNHCP,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,236.47,88.0,61.6,High,"agency's own forecast is 17 months past its approved date; 15 months past original date; already past planned completion, no revised pace available"
N22000256,TUMKUR-CHITRADURGA-DAVENGERE NL,RAILWAYS,SWR,KARNATAKA,1876.0,12.0,61.5,High,agency's own forecast is 105 months past its approved date; 6.3y past original commissioning date; no physical progress for 8 consecutive reports
N24001727,"IMPROVEMENT AND UP-GRADATION OF EXISTING ROAD TO 2/4L PS FROM KM 40.000 TO 88.750, START OF KHUTAR B",ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,762.62,95.5,61.4,High,agency's own forecast is 7 months past its approved date; agency anticipates +10% over approved cost; 4 months past original date
N22000472,SAGAULI VALMIKINAGAR DOUBLING 109.7 KM,RAILWAYS,ECR,BIHAR,1215.54,91.0,61.3,High,"agency's own forecast is 6 months past its approved date; 6 months past original date; already past planned completion, no revised pace available"
N24001523,6L ACCESS-CONTROLLED HIGHWAY FROM (GANESHPUR) TO(NEAR MOHAND) OF GANESHPUR ? DEHRADUN SECTION FROM K,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,836.24,98.85,61.3,High,20 months past original date; no physical progress for 4 consecutive reports; pace is 22% of what the current date needs
N24001932,2L+PS FROM KM. 0+000 TO KM. 32+000 (MUDIGUBBA TO PUTTAPARTHI) OF NH- 342,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,401.72,80.0,61.3,High,agency's own forecast is 9 months past its approved date; 9 months past original date; no physical progress for 3 consecutive reports
N24000619,DEVELOPMENT OF FOUR LANNING OF ANGUL-SAMBALPUR SECTION OF NATIONAL HIGHWAY NH-42 (NEW NH- 55 IN THE S,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,2510.04,99.98,61.1,High,"agency's own forecast is 71 months past its approved date; 5.8y past original commissioning date; already past planned completion, no revised pace available"
N24001749,FOUR LANING OF PURULIYA BYPASS SECTION OF NH 32 IN THE STATE OF WEST BENGAL ON EPC MODE,ROAD TRANSPORT AND HIGHWAYS,NHAI,WEST BENGAL,557.55,91.41,61.1,High,agency's own forecast is 25 months past its approved date; 22 months past original date; no physical progress for 6 consecutive reports
N24000862,WIDENING AND UP-GRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,537.82,99.88,60.9,High,agency's own forecast is 24 months past its approved date; agency anticipates +47% over approved cost; 2.2y past original commissioning date
N12000124,NMDC SLURRY PIPE LINE PROJECT - PHASE-1,STEEL,NMDC,CHHATTISGARH,5427.06,80.7,60.9,High,"agency's own forecast is 17 months past its approved date; 2.0y past original commissioning date; already past planned completion, no revised pace available"
N24001731,6L GREENFIELD KANPUR - LUCKNOW (EXPRESSWAY) PKG II FROM KM. 28.500 TO KM. 73.744,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,2470.64,94.68,60.9,High,"agency's own forecast is 4 months past its approved date; 1 months past original date; already past planned completion, no revised pace available"
N24002089,CONSTRUCTION OF FOUR LANE HIGHWAY FROM GHAZIPUR BALLIA UP BIHAR STATE BORDER GREENFIELD SECTION OF N,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,617.87,72.0,60.7,High,"already past planned completion, no revised pace available"
N24001833,JAMMU - AKHNOOR SECTION OF NH 144A PKG-3B,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,JAMMU AND KASHMIR,198.28,71.09,60.6,High,"agency's own forecast is 5 months past its approved date; 3 months past original date; already past planned completion, no revised pace available"
N22000600,JUNAGARH -VISAVADAR (42.28) KM,RAILWAYS,RVNL,GUJARAT,492.83,0.0,60.5,High,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N22000624,NAHATI - RANAGHAT 3RD LINE (MM OF KALINARAYANPUR - KRISHNANAGAR),RAILWAYS,ER,WEST BENGAL,1000.0,44.0,60.5,High,agency's own forecast is 12 months past its approved date; 3 months past original date; no physical progress for 9 consecutive reports
N24000331,CONSTRUCTION OF RING ROAD FOR RAEBARELI CITY (PHASE -I) ON EASTERN SIDE OF NH 24B,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,282.41,88.0,60.3,High,agency's own forecast is 39 months past its approved date; agency anticipates +13% over approved cost; 3.2y past original commissioning date
N24001484,KHAMMAM-DEVARAPALLE PKG III [4L ACCESS CONTROLLED (GREENFIELD) FROM CHINTAGUDEM VILLAGE TO RECHERLA,ROAD TRANSPORT AND HIGHWAYS,NHAI,TELANGANA,804.69,91.2,60.2,High,"agency's own forecast is 36 months past its approved date; 16 months past original date; already past planned completion, no revised pace available"
N16000510,POWER RECOVERY TURBINE IN PFCCU,PETROLEUM,NRL,ASSAM,293.5,92.0,60.2,High,pace is 23% of what the current date needs
N24001599,BELAKERI PORT TO KUMTA - SIRSI ROAD FROM KM 0.00 - KM 4.265 OF BELEKERI PORT ROAD LINK RD. AND KM 4.,ROAD TRANSPORT AND HIGHWAYS,NHAI,KARNATAKA,440.16,75.27,60.1,High,"agency's own forecast is 36 months past its approved date; 2.5y past original commissioning date; already past planned completion, no revised pace available"
N18000395,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,POWER,PGCIL,ANDHRA PRADESH,164.0,33.0,60.1,High,pace is 17% of what the current date needs
N42000011,CONSTRUCTION OF PERMANENT CAMPUSES OF CENTRAL UNIVERSITY OF HIMACHAL PRADESH AT DEHRA AND DHARAMSHAL,DEPARTMENT OF HIGHER EDUCATION,CPWD,HIMACHAL PRADESH,300.45,74.0,59.9,High,7 months past original date; pace is 9% of what the current date needs
N24002133,IMPROVEMENT OF 2 LANE WITH PAVED SHOULDER OF STRETCH FROM BIKRAMGANJ DAWATH MELAYABAGH NAWANAGR -DUM,ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,178.63,96.0,59.9,High,"agency's own forecast is 5 months past its approved date; 3 months past original date; already past planned completion, no revised pace available"
N22000584,LUDHIANA KILA RAIPUR (19 KMS) WITH FREIGHT LINE AT GILL STATION ON LDH-JHL SECTION,RAILWAYS,NR,ANDAMAN AND NICOBAR ISLANDS,235.72,55.0,59.9,High,agency's own forecast is 7 months past its approved date; 3 months past original date; pace is 26% of what the current date needs
N22000406,RISHIKESH - KARNAPRAYAG NEW LINE,RAILWAYS,RVNL,UTTARAKHAND,38953.15,,59.8,High,elevated risk on combined profile
N24002208,PACKAGE-3A,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ANDAMAN AND NICOBAR ISLANDS,154.01,39.27,59.6,High,"agency's own forecast is 18 months past its approved date; already past planned completion, no revised pace available"
N22000356,WARDHA-BALHARSHAH - 3RD LINE (132 KM),RAILWAYS,CR,MAHARASHTRA,1384.72,67.0,59.5,High,agency's own forecast is 3 months past its approved date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24000582,4 LANING OF NH-37 SECTION BETWEEN DEMOW TO END OF MORAN BYPASS (FROM KM. 534.800 TO KM. 561.700) O,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,294.17,98.4,59.5,High,"agency's own forecast is 114 months past its approved date; 9.4y past original commissioning date; already past planned completion, no revised pace available"
N24000733,REHABILITATION AND UP-GRADATION OF EXISTING 2-LANE TO 4 LANE OF DUBURI (KM 388.376) TO CHANDIKHOLE (,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,492.83,86.0,59.5,High,agency's own forecast is 40 months past its approved date; agency anticipates +29% over approved cost; 2.8y past original commissioning date
N24001418,DELHI-AMRITSAR-KATRA EXPRESSWAY FROM CH.KM 303+900 TO KM 319+400 OF MAIN EXPRESSWAY) AND AMRITSAR CO,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,1094.46,62.99,59.4,High,14 months past original date; pace is 4% of what the current date needs
N16000507,INSTALLATION OF INDEPENDENT DE- AROMATIZED SOLVENTS PRODUCTION FACILITIES AT MUMBAI REFINERY,PETROLEUM,BPCL,MAHARASHTRA,405.0,81.5,59.4,High,pace is 17% of what the current date needs
N18000249,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,POWER,PGCIL,MULTI STATE,9129.32,81.7,59.2,High,"agency's own forecast is 24 months past its approved date; 6.5y past original commissioning date; already past planned completion, no revised pace available"
N22000273,BHANUPALI-BILASPUR BERI NL,RAILWAYS,RVNL,HIMACHAL PRADESH,13370.29,,59.1,High,elevated risk on combined profile
N24001736,6L ACCESS CONTROL GREENFIELD HIGHWAY OF VILL-KARAUNDA MAHAJAN TO VILL-KHYAWARI FROM KM. 56.500 TO K,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,1159.96,98.69,59.0,High,agency's own forecast is 11 months past its approved date; 10 months past original date; no physical progress for 3 consecutive reports
N18000275,PATRATU STPP-I (3X800MW),POWER,NTPC,JHARKHAND,17112.0,81.0,58.9,High,agency's own forecast is 36 months past its approved date; 2.3y past original commissioning date; no physical progress for 3 consecutive reports
N22000566,BAHRAICH - NANPARA -NEPALGANJ (56.15 KM),RAILWAYS,NER,UTTAR PRADESH,950.0,25.0,58.8,High,"agency's own forecast is 8 months past its approved date; 6 months past original date; already past planned completion, no revised pace available"
N26000117,PLANNIN ENGINEERING SUPPLY INSTALLATION TESTING COMMISSIONING INTEGARTION AND ANNUAL MAINTENANCE OF,TELECOMMUNICATIONS,BSNL,MULTI STATE,24544.55,95.54,58.8,High,"already past planned completion, no revised pace available"
N24001596,4L OF MIRZA CHAUKI TO FARKKA SECTION OF NH80 FROM KM 215.00 TO KM 260.00 ON HAM MODE IN THE STATE OF,ROAD TRANSPORT AND HIGHWAYS,NHAI,JHARKHAND,1504.8,75.74,58.7,High,"agency's own forecast is 6 months past its approved date; 23 months past original date; already past planned completion, no revised pace available"
N22000416,KATNI GRADE SEPARATOR/BYE PASS,RAILWAYS,WCR,MADHYA PRADESH,1247.64,89.0,58.5,High,agency anticipates +84% over approved cost; 9 months past original date; no physical progress for 3 consecutive reports
N12000130,CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX,STEEL,NMDC,CHHATTISGARH,349.75,81.86,58.5,High,"agency's own forecast is 13 months past its approved date; 7 months past original date; already past planned completion, no revised pace available"
N24001595,4L OF PALMA TO GUMLA SECTION OF NH23 FROM KM. 26.00 TO KM. 89.170 ON HAM MODE IN THE STATE OF JHARKH,ROAD TRANSPORT AND HIGHWAYS,NHAI,JHARKHAND,1879.55,97.3,58.5,High,15 months past original date; date already moved 3x in 10 months
N22000568,CHENNAI BEACH-CHENNAI EGMORE (4.3 KM) (UMBRELLA WORK PB#57/2019- 20/NR),RAILWAYS,SR,TAMIL NADU,274.2,95.0,58.3,High,"agency anticipates +13% over approved cost; no physical progress for 3 consecutive reports; already past planned completion, no revised pace available"
N24000813,DEVELOPMENT OF NEWLY DECLARED NH-527C FROM MAJHAULI TO CHAROUT SECTION TO 2 LANE WITH PAVED SHOULDER,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,470.18,98.5,58.2,High,"agency's own forecast is 8 months past its approved date; 3.6y past original commissioning date; already past planned completion, no revised pace available"
N24001897,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 102 TO KM 13,ROAD TRANSPORT AND HIGHWAYS,BRO,JAMMU AND KASHMIR,642.24,95.0,58.1,High,"11 months past original date; no physical progress for 5 consecutive reports; already past planned completion, no revised pace available"
N22000615,BARAMATI - LONAND,RAILWAYS,CR,MAHARASHTRA,736.44,50.0,58.0,High,agency anticipates +150% over approved cost; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N16000382,ACRYLICS OR OXO-ALCOHOL PROJECT AT GUJARAT REFINERY,PETROLEUM,IOCL,GUJARAT,5894.0,99.7,58.0,High,"agency's own forecast is 16 months past its approved date; 2.1y past original commissioning date; already past planned completion, no revised pace available"
N16000234,IRUGUR-DEVANGONTHI POL PIPELINE,PETROLEUM,BPCL,TAMIL NADU,1732.0,64.1,57.9,High,8.3y past original commissioning date; pace is 27% of what the current date needs
N22000521,BRUNDAMAL-JHARSUGUDA- FLYOVER CONNECTION FOR JOINING DN LINE,RAILWAYS,ECOR,ODISHA,296.51,10.0,57.7,High,no physical progress for 7 consecutive reports; pace is 22% of what the current date needs; spend outruns works by 45pp
N24001804,BAL. WORKS OF FAGNE (KM. 510.000) TO MAHARASHTRA/GUJARAT BORDER (KM. 650.794),ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,1654.07,97.66,57.7,High,"agency's own forecast is 18 months past its approved date; 2.7y past original commissioning date; already past planned completion, no revised pace available"
N24001411,4L+PS OF NH -58 FROM BEAWAR- GOMTI (OLD CH KM 58.245 TO KM. 108.600) PKG-I.,ROAD TRANSPORT AND HIGHWAYS,MORTH,RAJASTHAN,379.23,96.1,57.6,High,agency's own forecast is 26 months past its approved date; 20 months past original date; no physical progress for 4 consecutive reports
N30000026,SEWER NETWORK SPS AND STP BEGUSARAI,WATER RESOURCES,BUIDCO,BIHAR,230.06,97.0,57.6,High,"agency's own forecast is 64 months past its approved date; 3.9y past original commissioning date; already past planned completion, no revised pace available"
N24001332,2-LANING FROM YAINGANGPOKPI TO FINCH CORNER (PKG-II),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,217.5,68.03,57.5,High,agency's own forecast is 8 months past its approved date; 3.0y past original commissioning date; no physical progress for 5 consecutive reports
N06000192,BINA KAKRI AMALGAMATION OCP 14 MTPA,COAL,NCL,MULTI STATE,836.42,89.08,57.5,High,"agency's own forecast is 36 months past its approved date; 15 months past original date; already past planned completion, no revised pace available"
N24001958,2LPS OF CHAPRATHIPALEM TO LAMBASINGI SECTION OF NH 516E,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,311.22,72.0,57.4,High,agency's own forecast is 8 months past its approved date; 8 months past original date; no physical progress for 3 consecutive reports
N22000621,BANGALORE-WHITEFIELD-BANGALORE CITY-KRISHNARAJAPURAM QUADRUPLING,RAILWAYS,SWR,KARNATAKA,492.87,75.0,57.3,High,"agency's own forecast is 8 months past its approved date; no physical progress for 3 consecutive reports; already past planned completion, no revised pace available"
N04000103,RAJAHMUNDRY AIRPORT: CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS INCLUD,CIVIL AVIATION,AAI,ANDHRA PRADESH,347.15,46.0,57.3,High,pace is 8% of what the current date needs
N22000611,GOMOH - FLYOVER FOR DOWN TRAINS,RAILWAYS,ECR,JHARKHAND,686.03,45.0,57.1,High,agency's own forecast is 36 months past its approved date; 2.3y past original commissioning date; no physical progress for 3 consecutive reports
N24001611,4 LANE OF BILASPUR TO URGA PROJECT (KM 0.00 TO KM 70.2) OF NH- 130A,ROAD TRANSPORT AND HIGHWAYS,NHAI,CHHATTISGARH,2523.86,94.27,57.0,High,"agency's own forecast is 21 months past its approved date; 15 months past original date; already past planned completion, no revised pace available"
