State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Physical Progress (%)
TAMIL NADU,COAL,1341,50 MW SOLAR POWER PROJECT - NEYVELI MINED OUT AREA,NLC,N06000279,5-2023,6/2025,N.A.,6/2025,218.03,N.A.,218.03,137.84,37.00
TAMIL NADU,FINANCE,1342,CONSTRUCTION OF 726 Nos RESIDENTIAL QUARTERS CHENNAI,CPWD FOR FINANC,N28000109,11-2017,11/2021,N.A.,11/2022,348.77,N.A.,348.77,223.39,100.00
TAMIL NADU,MINES,1343,25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU,NALCO,N10000014,9-2017,6/2019,Mar-24,12/2024,166.62,163.17,163.17,135.63,65.00
TAMIL NADU,PETROLEUM,1344,CGD PROJECT AT DHARMAPURI AND KRISHNAGIRI DISTRICTS,IOCL,N16000486,3-2022,3/2030,N.A.,12/2030,501.00,N.A.,501.00,100.03,5.10
TAMIL NADU,PETROLEUM,1345,CGD PROJECTS AT THE NILGIRIS AND ERODE DISTRICTS,BPCL,N16000521,12-2022,3/2030,N.A.,3/2030,"3,685.00",N.A.,"3,685.00",188.76,10.00
TAMIL NADU,PETROLEUM,1346,IRUGUR-DEVANGONTHI POL PIPELINE,BPCL,N16000234,11-2012,2/2017,Oct-25,10/2025,678.00,"1,732.00","1,732.00",583.76,53.60
TAMIL NADU,PETROLEUM,1347,CBR 9 MMTPA PROJECT,CPCL,N16000434,1 - 2 0 2 1,6 / 2 0 2 5,N.A.,6/2025,"31,580.00","31,580.00","36,354.00","1,320.41",10.20
TAMIL NADU,PETROLEUM,1348,"GRASS ROOT POL TERMINAL AT VALLUR, CHENNAI",IOCL,N16000438,1-2022,7/2024,Jun-25,6/2025,827.00,887.71,887.71,560.69,84.00
TAMIL NADU,PETROLEUM,1349,LAYING OF POL PIPELINES IN COMMON CORRIDOR FOR PROPOSED GRASS ROOT TERMINAL AT VALLUR (CHENNAI),IOCL,N16000455,1-2022,7/2024,May-26,5/2026,829.00,N.A.,829.00,237.37,58.10
TAMIL NADU,RAILWAYS,1350,"EXTENSION OF MRTS FROM VELACHERY TO STN. THOMAS, MTP",MRTP,N22000028,4-2006,6/2013,May-25,5/2025,495.74,734.01,981.83,632.33,98.00
TAMIL NADU,RAILWAYS,1351,CHENNAI BEACH-CHENNAI EGMORE (4.3 KM) (UMBRELLA WORK PB#57/2019-20/NR),SR,N22000568,3-2022,3/2026,Feb-25,3/2025,359.60,274.20,274.20,252.48,95.00
TAMIL NADU,RAILWAYS,1352,TIDIVANAM-NAGARI (NL),SR,N22000085,9 - 2 0 0 6,,Mar-28,3/2028,582.83,"3,631.34","3,631.34",833.41,14.00
TAMIL NADU,RAILWAYS,1353,MORAPPUR-DHARMAPURI,SR,N22000618,2 - 2 0 1 9,3 / 2 0 2 8,Mar-27,3/2027,358.95,N.A.,358.95,39.07,1.00
TAMIL NADU,RAILWAYS,1354,KARAIKAL PERALAM(23KM)-NEW LINE PROJECT,SR,N22000625,1-2019,3/2026,Mar-25,6/2025,304.22,N.A.,373.42,274.24,80.00
TAMIL NADU,RAILWAYS,1355,NAGAPATTINAM THIRUTURAIPUNDI (38KM)- NEW LINE PROJECT,SR,N22000626,7-2008,3/2026,Mar-27,3/2027,677.12,N.A.,788.05,142.44,19.00
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1356,BALANCE WORKS OF FOUR LANE FROM KM 43+950 (THIRUVALLUR BYPASS) TO KM 61+470 (VEPPAMPATTU BYPASS) PAS,NHAI,N24001692,1-2022,9/2024,Feb-25,6/2025,467.99,N.A.,468.00,22.57,74.45
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1357,FOUR LANING OF NERALURU TO THORAPALLI AGRAHARAM SECTION OF NH-844 (PKG-I) FROM KM.0+000 TO KM.23+350,NHAI,N24001693,9-2021,10/2024,N.A.,10/2024,"1,751.18",N.A.,"1,757.27",49.69,-
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1358,FOUR LANING OF THORAPALLI AGRAHARAM TO JITTANDAHALLI SECTION OF NH-844 (PKG-II) FROM KM.23+350 TO KM,NHAI,N24001694,2-2019,12/2023,Dec-24,12/2024,"1,243.57",N.A.,"1,243.57",171.63,-
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1359,FOUR LANING OF JITTANDAHALLI TO DHARMAPURI SECTION OF NH-844 (PKG-III) FROM KM.60+100 TO KM.94+460,NHAI,N24001696,2-2019,8/2023,Dec-24,12/2024,"1,291.37",N.A.,"1,291.37",215.02,-
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1360,THOPPUR METTUR BHAVANI ERODE SECTION OF NH 544H FOR A LENGTH OF 85 KM,NHAI,N24001716,7-2022,8/2023,Dec-24,12/2024,186.50,242.40,242.40,17.15,100.00
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1361,BANGALORE CHENNAI EXPRESSWAY PHASE-III PACKAGE III (ARAKKONAM TO KANCHEEPURAM) FROM KM 204.500 TO K,NHAI,N24001717,11-2020,8/2024,N.A.,3/2026,"1,155.49","1,525.10","1,525.10",485.62,53.30
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1362,BANGALORE CHENNAI EXPRESSWAY PHASE-III PACKAGE II (WALAJAHPET TO ARAKKONAM) FROM KM 180.000 TO KM 2,NHAI,N24001718,12-2020,7/2024,N.A.,7/2025,843.48,"1,068.60","1,068.60",431.31,90.21
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1363,4L BANGALORE-CHENNAI EXPRESSWAY FROM KM. 230.000 TO KM. 261.705 OF KANCHEPURAM TO SRIPERUMBUDUR SECT,NHAI,N24001719,2-2021,7/2024,N.A.,10/2025,"2,948.31","3,605.73","3,605.73",808.77,73.80
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1364,BANGALORE CHENNAI EXPRESSWAY PHASE-III ? PACKAGE I (GUDIPALA TO WALAJAJHPET) FROM KM 156.000 TO KM 1,NHAI,N24001720,10-2020,5/2024,N.A.,6/2025,"1,023.91","1,438.62","1,438.62",635.04,81.89
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1365,FOUR LANING OF MAMALLAPURAM TO MUGAIYUR SECTION OF NH332A FROM KM 0.000 TO KM 31.000,NHAI,N24001721,2-2019,5/2024,Aug-25,3/2026,"1,008.99","1,360.53","1,360.53",303.48,45.01
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1366,6L OF MADURAVOYAL TO SRIPERUMBUDUR SECTION FROM KM. 13.800 TO KM. 37.000 OF NH-4 THROUGH STATE HIGH,NHAI,N24001722,11-2021,2/2023,N.A.,12/2024,463.44,463.07,463.44,334.80,99.00
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1367,KARAIPETTAI TO WALAJAPET FROM KM 71.015 TO 107.091,NHAI,N24001723,10-2018,2/2021,N.A.,5/2025,707.90,766.51,766.51,526.39,88.25
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1368,6L OF SRIPERUMBUDUR TO KARAIPETTAI FROM KM 37.000 TO KM 71.015 OF NH 48,NHAI,N24001725,1-2019,5/2021,N.A.,1/2025,819.89,"1,314.82",922.85,415.60,57.32
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1369,CONSTRUCTION OF BYPASS TO GUDIYATHAM TOWN IN KM 23/100 ? 29/250 INCLUDING LA AND SHIFTING OF NH-234,MoRTH,N24001828,1-2022,11/2024,N.A.,3/2025,221.03,243.95,243.95,176.50,80.00
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1370,FOUR LANING OF OTTANCHATRAM TO PALANI SECTION FROM KM 30/700 TO KM 55/000 OF NH 209(NEW NH-83) INCLU,MoRTH,N24001829,10-2022,11/2024,N.A.,5/2025,172.15,N.A.,172.15,152.47,98.00
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1371,CONSTRUCTION OF STRR (WEST SIDE)-NH948A-BALAGONDAPALLI (TAMIL NADU) TO KARNATAKA/TAMIL NADU BORDER F,NHAI,N24001968,4-2022,5/2025,N.A.,5/2025,"1,260.74",N.A.,"1,260.74",487.46,44.95
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1372,FOUR LANNING OF CHOLOPURAM-THANJAVUR,NHAI,N24000697,8-2017,9/2020,N . A .,4/2025,"1,176.37",N.A.,"1,176.37","1,325.06",99.50
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1373,4-LANNING OF STHIYATHOPU- CHOLOPURAM,NHAI,N24000708,9-2017,8/2020,Apr-25,4/2025,"1,227.87",N.A.,"1,227.87","1,391.60",95.20
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1374,FOUR LANINIG OF CHETTIKULAM TO NATHAM SECTION OF NH-785 FROM CHETTIKULUM (KM 7.300) TO NATHAM (KM. 3,NHAI,N24000826,3-2018,10/2022,Apr-25,4/2025,505.35,N.A.,837.69,376.61,99.75
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1375,4L OF THIRUMANGALAM TO VADUGAPATTI SECTION FROM KM 0.000 TO KM 36.000 OF NH-744,NHAI,N24002084,3-2022,2/2025,N.A.,6/2025,"1,076.97",N.A.,"1,076.97",517.10,83.30
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1376,CONSTRUCTION OF NEW DOUBLE TIER 4 LANE ELEVATED CORRIDOR FROM CHENNAI PORT TO MADURAVOYAL IN CHENNAI,NHAI,N24002107,3-2023,5/2026,N.A.,5/2026,"1,382.00",N.A.,"1,382.00",0.00,-
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1377,CONSTRUCTION OF NEW DOUBLE TIER 4L ELEVATED CORRIDOR FROM CHENNAI PORT TO MADURAVOYAL IN CHENNAI DIS,NHAI,N24002108,3-2023,5/2026,N.A.,5/2026,"1,618.96",N.A.,"1,618.96",0.00,-
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1378,CONSTRUCTION OF NEW DOUBLE TIER 4L ELEVATED CORRIDOR FROM CHENNAI PORT TO MADURAVOYAL IN CHENNAI DIS,NHAI,N24002109,3-2023,5/2026,N.A.,5/2026,"1,301.37",N.A.,"1,301.37",0.00,-
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1379,CONSTRUCTION OF NEW DOUBLE TIER 4L ELEVATED CORRIDOR FROM CHENNAI PORT TO MADURAVOYAL IN CHENNAI DIS,NHAI,N24002110,3-2023,5/2026,N.A.,5/2026,"1,207.40",N.A.,"1,207.40",0.00,-
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1380,FOUR LANING OF MUGAIYUR TO MARAKKANAM SECTION OF NH- 332A FROM KM 31.000 TO KM 62.000,NHAI,N24002111,2-2019,12/2025,Dec-25,12/2025,825.94,"1,116.13","1,116.13",272.93,35.72
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1381,SIX LANING OF TUTICORIN PORT ROAD SECTION OF NH-7A (NEW NH-138) FROM KM 0.000 TO KM 6.140 [EFFECTIVE,NHAI,N24002112,3-2023,7/2024,N.A.,6/2025,200.30,N.A.,200.30,72.69,76.20
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1382,4L OF LEFT-OVER WORKS INCLUDING ADDITIONAL STRUCTURES FROM KERALA/TAMIL NADU BORDER TO KANYAKUMARI S,NHAI,N24002113,3-2023,8/2025,N.A.,8/2025,"1,141.78",N.A.,"1,141.78",369.27,37.13
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1383,4L OF VADUGAPATTI TO THERKUVENGANALLUR (RAJAPALYAM) SECTION FROM KM 36.000 TO KM 71.600 OF NH744 UND,NHAI,N24002114,2-2022,4/2025,N.A.,4/2025,"1,097.59",N.A.,"1,317.06",670.74,93.85
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1384,WIDENING TO 4L/4L+PS AND STRENGTHENING IN SELECTED STRETCHES FROM KM 0/8 TO 50/570 OF NH 532 INCLUD,MoRTH,N24002151,3-2022,1/2024,N.A.,7/2025,257.14,294.70,294.70,228.36,80.00
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1385,WIDENING FROM 2L+PS TO 4L/4L+PS AND IMPROVEMENTS THE SELECTED STRETHCES FROM KM 26/5 - 81/2 INCLU,MoRTH,N24002152,3-2023,11/2023,N.A.,11/2025,274.84,N.A.,274.84,243.81,98.00
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1386,"STRENGTHENING OF 2L+PS FROM KM 17/8 ? 18/2, CONSTRUCTION OF 2L+PS FROM KM 18/2 TO KM 20/0 AND CONSTR",MoRTH,N24002153,3-2023,2/2024,N.A.,8/2025,169.68,N.A.,169.68,95.62,62.00
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1387,CONSTRUCTION OF BYPASS TO MADURAI - ACHAMBATHU - VIRATIPATHU IN KM 6/850 - 10/382 OF NH 49 EXTN. (NE,MoRTH,N24002165,3-2022,8/2026,N.A.,8/2026,238.97,260.07,260.07,92.66,39.00
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1388,ACCESS CONTROLLED HIGHWAY OF 4 LANE WITH PAVED SHOULDERS FROM TIRUVALLUR (DESIGN CHAINAGE KM 17+56),NHAI,N24002216,12-2024,12/2026,N.A.,12/2026,"1,376.10",N.A.,"1,376.10",0.00,4.07
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1389,FOUR LANING OF VILUPPURAM TO PUDHUCHERRY (DESIGN CH. KM. 00/000 TO KM. 29/000) SECTION OF NH-45A ON,NHAI,N24001428,3-2018,11/2021,Dec-24,12/2024,998.70,"1,358.32","1,358.32",926.75,98.31
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1390,FOUR LANING OF PUDUCHERRY (KM.29/000) TO POONDIYANKUPPAM (KM.67/000) SECTION OF NH-45A ON HAM UNDER,NHAI,N24001429,3-2018,11/2021,Dec-24,12/2024,"1,294.47","1,588.40","1,588.40",860.60,98.68
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1391,FOUR LANING OF POONDIYANKUPPAM (KM.67/000) TO SATTANATHAPOURAM (KM.123/800) SECTION OF NH-45A ON HAM,NHAI,N24001430,3-2018,1/2022,Dec-24,12/2024,"2,120.40","2,565.63","2,565.63","1,588.17",99.80
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1392,FOUR LANING OF SATTANATHAPURAM (KM.123/800) TO NAGAPATTINAM (KM.179/555) SECTION OF NH-45A ON HAM UN,NHAI,N24001431,3-2018,10/2020,Aug-25,8/2025,"1,872.68","2,661.51","2,756.09","1,299.72",60.50
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1393,CONSTRUCTION OF 4 LANE WITH PAVED SHOULDERS THIRUVAYARU BYPASS IN BETWEEN EXISTING KM.55/926 TO 62/6,MoRTH,N24001455,2-2022,8/2022,N.A.,3/2025,191.33,207.97,207.97,197.17,100.00
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1394,BALANCE WORK 2-LANE WITH PAVED SHOULDERS OF NAGAPATTINAM - THANJAVUR SECTION OF NH-67 (NEW NH-83),NHAI,N24001600,10-2020,5/2023,Apr-25,4/2025,434.12,N.A.,434.12,258.89,99.30
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1395,4-LANING OF KAMALAPURAM - ODDANCHATRAM SECTION OF NH-209,NHAI,N24001601,1-2019,1/2023,Jun-25,6/2025,"1,051.69",N.A.,"1,051.69",575.28,79.90
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1396,4-LANING OF MADATHUKULAM - POLLACHI SECTION OF NH-209 (NEW NH-83),NHAI,N24001602,1-2019,12/2022,May-25,5/2025,"1,409.38",N.A.,"1,409.38",654.93,90.46
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1397,4-LANING OF ODDANCHATRAM - MADATHUKULAM SECTION OF NH-209 (NEW NH-83),NHAI,N24001603,1-2019,10/2022,Apr-25,4/2025,"1,518.53",N.A.,"1,607.54",915.40,100.00
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1398,"4-LANING OF MELUR - PILLAYARPATTI - KARAIKUDI SECTION OF NH-338, NH-36, NH- 383",NHAI,N24001605,6-2018,3/2022,N.A.,6/2025,"1,103.86",N.A.,"1,103.86",461.32,76.50
TAMIL NADU,ROAD TRANSPORT AND HIGHWAYS,1399,4-LANING OF VADIPPATTI - THAMARAIPATTI SECTION OF NH- 744A (MADURAI RING ROAD),NHAI,N24001606,12-2018,3/2022,Aug-25,8/2025,854.94,N.A.,854.94,371.20,71.78
TELANGANA,CIVIL AVIATION,1400,"CO CIVIL AVIATION REASEARCH ORG. (PH-II) AT BEGUMPET AIRPORT, HYDRABAD",AAI,N04000086,5-2020,5/2022,Jun-23,6/2023,353.61,N.A.,353.61,303.22,100.00
TELANGANA,COAL,1401,GODAVARIKHANI COAL MINE,SCCL,N06000202,7 - 2 0 1 9,3 / 2 0 2 3,N.A.,3/2025,438.98,N.A.,438.98,171.13,70.00
TELANGANA,COAL,1402,VENKATESH KHANI COAL MINE,SCCL,N06000204,1 0 - 2 0 2 0,3 / 2 0 2 3,N.A.,3/2026,484.51,N.A.,484.51,318.12,55.00
TELANGANA,COAL,1403,RCE OF RAMAGUNDAM OPENCAST II EXTENSION PROJECT,SCCL,N06000210,11-2015,3/2023,N.A.,3/2025,489.62,N.A.,489.62,405.54,70.00
TELANGANA,COAL,1404,RCE OF INDARAM OPENCAST PROJECT,SCCL,N06000211,8-2017,3/2021,N.A.,3/2025,349.28,N.A.,424.81,402.64,80.00
TELANGANA,COAL,1405,RCE OF KALYANIKHANI OPENCAST PROJECT,SCCL,N06000213,3-2016,3/2020,N.A.,3/2025,384.32,N.A.,384.32,251.23,75.00
TELANGANA,COAL,1406,RCE OF KAKATHIYAKHANI OC - 2 PROJECT,SCCL,N06000214,8-2017,3/2020,N.A.,3/2025,442.42,N.A.,442.42,202.61,63.00
TELANGANA,COAL,1407,GOLETI OPENCAST MINE,SCCL,N06000258,7 - 2 0 2 1,3 / 2 0 2 6,N.A.,3/2026,345.60,N.A.,345.60,67.07,20.00
TELANGANA,COAL,1408,KAKATIYAKHANI OPENCAST III PROJECT PHASE-1,SCCL,N06000161,3-2017,3/2022,N.A.,3/2025,413.84,N.A.,413.84,397.54,85.00
TELANGANA,HEALTH AND FAMILY WELFARE,1409,"COMPREHENSIVE PLANNING, DESIGNING, EXECUTION OF ALL INDIA INSTITUTE OF MEDICAL SCIENCES AT BIBINAGAR",HITES,N21000031,12-2018,7/2024,N.A.,7/2025,"1,110.55",N.A.,"1,110.55",726.59,81.29
TELANGANA,HEALTH AND FAMILY WELFARE,1410,ESTABLISHMENT OF NATIONAL ANIMAL RESOURCE FACILITY FOR BIOMEDICAL RESEARCH AT HYDERABAD,CPWD FOR HEALTH,N28000098,10-2016,3/2020,Jan-25,1/2025,209.84,281.05,281.05,253.13,98.50
TELANGANA,RAILWAYS,1411,MANOHARABAD-KOTHPALL NEW LINE(SCR),SCR,N22000032,4-2006,3/2010,N.A.,3/2025,"1,160.48",N.A.,"3,014.00","1,490.43",-
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1412,REHABILITATION AND UPGRADATION OF NH -565 FROM KM 1.00 TO 86.057 (NAKREKAL TO NAGARJUNSAGAR DAM SECT,MoRTH,N24000245,1-2014,3/2016,Sep-19,9/2019,270.00,N.A.,270.00,0.00,72.15
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1413,REHABILITATION AND UPGRADATION OF NH-221 FROM KM 121/0 TO 165/00 (OF VIJAYAWADA-JAGDALPUR RUDRAMPUR,MoRTH,N24000247,10-2014,2/2017,N.A.,2/2017,295.47,N.A.,295.47,224.42,98.51
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1414,EPC- CORRIDOR APPROACH WORKS - NH (O): WIDENING EXISTING 2 LANE TO 2 LANE WITH PAVED SHOULDERS IN KM,MoRTH,N24000248,3-2015,1/2017,N.A.,1/2017,153.21,N.A.,153.21,101.15,93.81
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1415,WIDENING AND STRENGTHENING OF EXISTING 2 LANE WITH PAVED SHOULDER TO 4 LANE WITH PAVED SHOULDER FRO,MoRTH,N24002000,3-2021,7/2024,N.A.,7/2024,317.19,N.A.,317.19,164.85,70.00
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1416,WIDENING TO 2 LANE WITH PAVED SHOULDERS OF MEDAK - SIDDIPET SECTION FROM KM 0/0 TO KM 69/978 OF NH-,MoRTH,N24002001,1-2022,1/2025,N.A.,6/2025,882.18,N.A.,882.18,323.30,71.00
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1417,WIDENING AND IMPROVEMENT OF EXISTING CARRIAGE WAY TO 2 LANE WITH PAVED SHOULDERS FROM KM. 86/160 TO,MoRTH,N24002002,1-2022,12/2024,N.A.,12/2024,423.48,N.A.,423.48,227.25,71.08
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1418,REHABILITATION AND UP- GRADATION OF VALIGONDA TO THORRUR SECTION TO TWO LANE WITH PAVED SHOULDERS FRO,MoRTH,N24002003,1-2022,12/2024,N.A.,12/2024,549.28,N.A.,549.28,226.47,70.00
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1419,REHABILITATION AND UPGRADATION OF LB-NAGAR TO MALKAPUR SECTION TO 6-LANE MAIN CARRIAGEWAY WITH SERVI,MoRTH,N24002004,3-2021,7/2024,N.A.,6/2025,545.11,N.A.,545.11,312.61,75.92
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1420,WIDENING TO TWO LANE WITH PAVED SHOULDERS OF 'BODHAN BASAR BHAINSA ' SECTION FROM KM 38/900 TO 95/3,MoRTH,N24002005,3-2022,3/2025,N.A.,6/2025,644.45,N.A.,644.45,347.65,92.50
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1421,"ONSTRUCTION OF 4-LANE FLYOVER AT AMBERPET-X ROAD, HYDERABAD ON NH-202 IN THE STATE OF TELANGANA",MoRTH,N24002006,10-2017,6/2023,N.A.,6/2023,186.71,N.A.,186.71,186.81,91.50
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1422,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 0/000 TO KM 79/300 OF KALWAKURTHY - KOLLAPUR SECTI,MoRTH,N24002007,3-2022,7/2025,N.A.,7/2025,886.69,N.A.,886.69,170.81,59.29
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1423,WIDENING TO 2 LANE WITH PAVED SHOULDERS OF SIDDIPET-ELKATHURTHY SECTION FROM KM 69/978 TO KM 133/6,MoRTH,N24002008,1-2022,12/2024,N.A.,12/2024,578.85,N.A.,578.85,202.27,79.25
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1424,WIDENING AND STRENGTHENING TO 2/4 LANE WITH PAVED SHOULDERS OF MAHABUBNAGAR ? CHINCHOLI SECTION FROM,MoRTH,N24002009,1-2022,1/2025,N.A.,7/2025,703.68,N.A.,703.68,315.63,61.00
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1425,WIDENING AND STRENGTHENING TO 4 LANE / 2-LANE WITH PAVED SHOULDERS OF MAHABUBNAGAR-CHINCHOLI SECTION,MoRTH,N24002010,3-2022,3/2024,N.A.,10/2025,631.49,N.A.,631.49,71.81,25.00
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1426,WIDEINING TO TWO/FOUR LANE WITH PAVED SHOULDERS FROM EXISTING KM 182.120 TO KM 227.600 OF NH-167 ON,MoRTH,N24000980,10-2016,2/2019,N.A.,2/2019,298.32,N.A.,298.32,178.47,98.00
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1427,WIDEINING TO TWO/FOUR LANE WITH PAVED SHOULDERS FROM EXISTING KM 180.60 TO KM 223.00 OF NH-63 ON NIZ,MoRTH,N24000981,10-2016,3/2019,N.A.,3/2019,248.83,N.A.,248.83,173.82,100.00
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1428,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 40/410 TO KM 84/037OF THIRUMALAGIRI TO SURYAPET SE,MoRTH,N24000982,1-2017,5/2019,N.A.,5/2019,244.54,N.A.,244.54,176.32,99.10
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1429,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 0/970 TO KM 40/410 OF JANAGAON-THIRUMALAGIRI OF NH,MoRTH,N24000983,1-2017,10/2019,N.A.,10/2019,196.52,N.A.,196.52,125.53,95.70
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1430,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 15.525 TO KM 62.880 OF JADCHERLA-KALWAKURTHY SECTI,MoRTH,N24000984,1-2017,12/2019,N.A.,12/2019,283.00,N.A.,283.00,259.15,99.30
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1431,IMPROVEMENT OF GEOMETRICS OF THONDUPALLY TO KOTHUR FROM KM 22.300 TO KM 34.14 OF NH-44-RCW,NHAI,N24002082,2-2022,9/2024,N.A.,1/2026,541.58,N.A.,541.58,27.77,-
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1432,FOUR LANING OF KARIMNAGAR- WARANGAL SECTION OF NH-563 FROM DESIGN CH.48.860 KM NEAR SH-1 CH.170.400 K,NHAI,N24002083,3-2022,7/2025,N.A.,7/2025,"2,146.86","2,413.00","2,414.46",917.08,67.56
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1433,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 67.00 TO 114.425 OF KALWAKURTHY-MALLEPALLY SECTION,MoRTH,N24000986,1-2017,5/2019,N.A.,5/2019,300.00,N.A.,300.00,243.36,96.05
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1434,6 LANING FROM KM 9.90 TO KM 19.948 (ARAMGARH-SAMSHABAD SECTION) OF HYDERABAD- SAMSHABAD SECTION OF NH,MoRTH,N24000987,1-2018,5/2020,N.A.,5/2020,283.15,N.A.,283.15,283.61,92.59
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1435,WIDENING AND STRENGTHENING OF EXISTING 2-LANE TO 2-LANE WITH PAVED SHOULDERS FROM KM.159/0 TO 165/4,MoRTH,N24000988,1-2018,12/2019,N.A.,12/2019,230.03,N.A.,230.03,232.00,99.90
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1436,WIDENING AND STRENGTHENING OF EXISTING CARRIAGEWAY IN 2 LANE WITH PAVED SHOULDERS FROM KM.25/0 TO 59,MoRTH,N24000989,2-2018,6/2020,N.A.,6/2020,206.13,N.A.,206.13,192.73,98.36
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1437,REHABILITATION AND UPGRADATION OF NH-167 FROM DESIGN KM.113.900 TO 154.479 (MALLEPALLY - HALIYA SECT,MoRTH,N24000990,2-2018,11/2019,N.A.,11/2019,294.13,N.A.,294.13,203.07,87.44
TELANGANA,ROAD TRANSPORT AND HIGHWAYS,1438,REHABILITATION AND UPGRADATION OF NH-167 FROM DESIGN KM.187.723 TO 234.434 (MIRYALAGUDA TO KODAD SEC,MoRTH,N24000993,3-2018,9/2020,N.A.,9/2020,322.81,N.A.,322.81,325.77,98.09
